label,trades,effective_n,win_rate,avg_win_r,avg_loss_r,gross_r,fee_r,slip_r,funding_r,cost_r,net_r,t_gross,t_net,ci_low,ci_high,profit_factor,max_dd_r,dur_mean,dur_median,trades_per_day,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct
2025Q1,1098,624.2,0.3434,1.7394,-1.2938,0.0383,0.2169,0.0735,0.00022,0.2906,-0.2524,0.696,-3.87,-0.3479,-0.1583,0.703,277.2,347.6,82.0,12.27,0.8467,7.598,45.4,34.6,65.4,0.0
2025Q2,1153,655.5,0.34,1.6661,-1.4422,0.0382,0.3164,0.1072,-0.0,0.4236,-0.3854,0.716,-5.134,-0.5003,-0.2811,0.595,457.9,340.0,79.0,12.69,0.6466,11.1,50.1,34.6,65.4,0.0
2025Q3,1081,771.1,0.3414,1.6234,-1.4228,0.0352,0.3121,0.1058,0.00028,0.4181,-0.383,0.738,-6.064,-0.4914,-0.2776,0.591,414.3,357.7,73.0,11.78,0.6147,11.895,46.7,34.5,65.5,0.0
2025Q4,1124,744.9,0.3256,1.6296,-1.4024,-0.0098,0.3016,0.1022,0.00144,0.4053,-0.4151,-0.21,-6.459,-0.5193,-0.3158,0.561,470.4,356.8,75.5,12.27,0.6168,,46.1,33.0,67.0,0.1
2026Q1,1244,520.3,0.3103,1.6942,-1.4026,-0.0402,0.299,0.1014,0.00114,0.4015,-0.4417,-0.655,-5.278,-0.553,-0.3373,0.543,548.0,303.3,78.5,13.93,0.7196,,48.9,32.0,68.0,0.0
2026Q2,160,61.3,0.325,1.6421,-1.4085,-0.0063,0.3042,0.1031,0.00356,0.4108,-0.4171,-0.033,-2.006,-0.6653,-0.1652,0.561,74.3,453.5,107.5,10.34,0.597,,53.1,33.1,66.9,0.0
