window,days,n_symbols,mean_pair_corr,dispersion,vol_ann,autocorr1,mkt_total,ic14,ic14_t,ic1
2024H2,184,14.0,0.6017001659590411,0.0331267375482169,0.6668509417395484,0.12137818207885574,0.4870947704453469,-0.014249692183378397,-0.48749686307359374,-0.0596573877452485
2025H1,181,20.0,0.678442595824259,0.03604010457527263,0.8034707506377392,-0.03888208740779201,-0.3279157018614961,-0.027255264519419467,-1.1518694803513603,-0.023698659487605814
2025H2,184,29.0,0.655042865539227,0.03863337031996427,0.7994821523473891,0.01464930661189141,-0.4035237002759021,0.015504847411308064,0.7604672507422437,-0.02125856648202446
2026H1,181,27.0,0.45085160732849533,0.058437288588572806,0.629275455116234,-0.023216504591278,-0.45803864203247646,-0.004050702719372526,-0.1954855574529429,-0.017696905084451285
2026H2,53,26.0,0.33893363543683613,0.06681956780913591,0.47988588325409365,0.015222768402007666,0.06954663253511892,0.01624906123958484,0.4312490303497587,0.038895753274413004
