symbol,bucket,n,median_raw,ratio_raw,median_norm,ratio_norm
BTCUSD,"[5,10)",4337,0.0015697584514468281,1.2330725036645356,0.5618803159501733,1.3154533861704083
BTCUSD,"[10,20)",857,0.0016746360137501171,1.3154556487964222,0.669327514901447,1.5670047889917744
BTCUSD,>=20,171,0.002052845604151835,1.6125458451363408,0.8452479442931936,1.9788631829783807
ETHUSD,"[5,10)",4454,0.002450674245581394,1.227917131026475,0.563246019702537,1.316367740874269
ETHUSD,"[10,20)",866,0.002495108640651008,1.2501811079753302,0.6369831616716288,1.4886995312411873
ETHUSD,>=20,160,0.0025587412917047114,1.282064424357486,0.716978271043947,1.6756568779811454
