trades,effective_n,deff,gross_expectancy,net_expectancy,fee_R,slippage_R,funding_R,cost_per_R,win_rate,profit_factor,median_stop_pct,median_hold_min,pct_target,median_concurrency,max_concurrency,candidate_id,mechanism,exec_tf,pair,cb_gross,cb_net,cb_trades,cb_seed_sd,excess_gross_cb,excess_net_cb
610,481.0,1.268,0.16065573770491803,0.0354790919039729,0.09370974942135676,0.031766016753002294,-0.0002991203734139206,0.12517664580094515,0.38688524590163936,1.051,1.5618664034032899,602.0,38.68852459016394,0.0,3.0,M2|15m|20/50|s0.25,M2,15,20/50,0.027112867268232886,-0.1746190586548793,2278.0,0.04892836321899964,0.13354287043668514,0.21009815055885223
11,10.0,1.1,0.9090909090909091,0.8528674689591782,0.05842371321059617,0.019804648545964806,-0.02200492162483002,0.056223440131730945,0.6363636363636364,3.282,3.299025959629303,2665.0,63.63636363636363,0.0,0.0,M2|15m|20/50|s0.50,M2,15,20/50,0.12363636363636363,-0.020799837681936672,54.0,0.7067899534972186,0.7854545454545454,0.8736673066411149
336,284.0,1.183,0.31249999999999994,0.2045970880339991,0.08141413768049922,0.027598012773050587,-0.0011092384875488904,0.10790291196600091,0.4375,1.328,1.8258762187550701,490.0,43.75,0.0,2.0,M3|15m|20/50|v1.2,M3,15,20/50,0.030482213438735185,-0.34260007543383814,1377.0,0.4833248550310196,0.28201778656126475,0.5471971634678372
74,61.4,1.206,0.4189189189189189,0.34350992550618104,0.053264337273007854,0.01805570755017215,0.004088948589557845,0.07540899341273785,0.47297297297297297,1.61,2.8425555913163345,649.0,47.2972972972973,0.0,1.0,M3|15m|20/50|v1.5,M3,15,20/50,0.03636363636363637,-0.15858820676049404,330.0,0.3330915883993997,0.38255528255528254,0.5020981322666751
497,481.2,1.033,0.10462776659959759,-0.2708545570853018,0.2801555613752129,0.09496798690685182,0.00035877540283465515,0.37548232368489937,0.36619718309859156,0.692,0.5742985504789238,111.0,36.820925553319924,0.0,2.0,M4|15m|20/50|d0.25,M4,15,20/50,0.039732142691198416,-0.6054864147643373,2175.0,0.2200202819606581,0.06489562390839917,0.33463185767903547
945,787.9,1.199,0.12063492063492062,-0.21420586873868674,0.2488579269166563,0.08435861929378179,0.0016242431631692787,0.33484078937360734,0.37142857142857144,0.746,0.6441258292317509,130.0,37.354497354497354,0.0,3.0,M4|15m|20/50|d0.5,M4,15,20/50,0.06188256864181563,-0.6465301302683834,3656.0,0.1695188212415671,0.058752351993104995,0.4323242615296966
1216,679.3,1.79,0.00657894736842105,-0.1803186000286788,0.13780448247726557,0.046713383890598495,0.0023796810292357846,0.18689754739709985,0.3355263157894737,0.771,1.0841485797323072,301.0,33.55263157894737,0.0,3.0,M5|15m|20/50,M5,15,20/50,0.06329926644042028,-0.20313959670662957,4593.0,0.05701127133762803,-0.056720319071999224,0.02282099667795076
756,517.4,1.461,0.07142857142857142,-0.06865304707345185,0.10541050568015788,0.03573237480683317,-0.0010612619849677438,0.14008161850202328,0.3558201058201058,0.906,1.6504529594130168,662.0,35.714285714285715,1.0,5.0,M1|15m|50/200,M1,15,50/200,0.08362251898137152,-0.22728159564560127,1946.0,0.25767494096969995,-0.012193947552800094,0.15862854857214942
736,493.6,1.491,0.07608695652173914,-0.06229308504010492,0.1041995637687304,0.035321886023298436,-0.0011414082301847747,0.13838004156184405,0.35733695652173914,0.915,1.6819856444577155,685.5,35.869565217391305,1.0,5.0,M2|15m|50/200|s0.00,M2,15,50/200,0.06638665331076646,-0.2620385910447337,1955.0,0.2784326403776731,0.009700303210972677,0.1997455060046288
3,3.0,1.0,0.0,0.007673086441829069,0.03773279064894974,0.012790776491169406,-0.058196653581948275,-0.0076730864418291245,0.3333333333333333,1.013,3.813157016876085,11857.0,33.33333333333333,0.0,0.0,M2|15m|50/200|s0.25,M2,15,50/200,-0.2,-0.5407317001874469,15.0,0.5475909519878075,0.2,0.5484047866292759
0,,,,,,,,,,,,,,,,M2|15m|50/200|s0.50,M2,15,50/200,,,,,,
141,130.3,1.082,0.1276595744680851,0.03087889084941005,0.07703239701234067,0.026112676953335814,-0.0063643903470014035,0.09678068361867506,0.375886524822695,1.045,2.111756714297726,1010.0,37.5886524822695,0.0,2.0,M3|15m|50/200|v1.2,M3,15,50/200,-0.009971548570654382,-0.18382677106982628,609.0,0.18340526423789444,0.13763112303873948,0.21470566191923635
31,26.8,1.156,0.3548387096774194,0.27574970719116637,0.055453514411999895,0.018797801495593184,0.004837686578659891,0.07908900248625297,0.45161290322580644,1.468,2.520529197080293,1572.0,45.16129032258064,0.0,1.0,M3|15m|50/200|v1.5,M3,15,50/200,0.1172413793103448,-0.12337632617568439,145.0,0.3819526306118547,0.2375973303670746,0.39912603336685076
77,72.2,1.067,0.3246753246753247,-0.22593424777381615,0.4094327579404188,0.13879076540353175,0.0023860491051903303,0.550609572449141,0.42857142857142855,0.737,0.38113173706394826,63.0,44.15584415584416,0.0,1.0,M4|15m|50/200|d0.25,M4,15,50/200,-0.0027027027027027193,-1.548382933547823,370.0,1.7105009811073426,0.3273780273780274,1.3224486857740068
129,115.9,1.113,0.09302325581395349,-0.48502762828981816,0.4311656625909928,0.14615785172576026,0.0007273697870186624,0.5780508841037717,0.35658914728682173,0.524,0.3721167733763174,65.0,36.434108527131784,0.0,1.0,M4|15m|50/200|d0.5,M4,15,50/200,0.09269677419354838,-0.6674288401661232,623.0,0.27103300663501373,0.00032648162040510575,0.1824012118763051
310,257.9,1.202,-0.08064516129032258,-0.22279090285379424,0.10465905667269094,0.03547764632972574,0.002009038561054982,0.14214574156347168,0.3064516129032258,0.718,1.5307730908243786,606.5,30.64516129032258,0.0,3.0,M5|15m|50/200,M5,15,50/200,0.11724052484378919,-0.10971909346141222,1251.0,0.1321152601076415,-0.19788568613411178,-0.11307180939238202
1950,1274.4,1.53,0.07538461538461538,-0.015036535183815137,0.06716797727881592,0.022768805857225734,0.0004843674323888697,0.09042115056843053,0.35846153846153844,0.978,2.1140816299148684,974.5,35.84615384615385,2.0,16.0,M1|1h|5/20,M1,60,5/20,0.09380930728498178,-0.01672868801759641,2729.0,0.0635322521471685,-0.0184246919003664,0.001692152833781272
1081,730.1,1.481,0.1322849213691027,0.04560133732351653,0.06467710183216319,0.02192444129903837,8.204091438459489e-05,0.08668358404558614,0.3774283071230342,1.067,2.151265927356015,1065.0,37.74283071230342,1.0,7.0,M2|1h|5/20|s0.00,M2,60,5/20,0.06178976288064939,-0.047954461030388335,2393.0,0.08780627442557802,0.07049515848845331,0.09355579835390487
6,5.0,1.2,0.0,-0.0010464014637462753,0.035079966033126825,0.011891513909534517,-0.045925078478915075,0.0010464014637462718,0.3333333333333333,0.998,3.1758243566264306,1840.5,33.33333333333333,0.0,0.0,M2|1h|5/20|s0.25,M2,60,5/20,-0.4,-0.4606597629667032,30.0,0.5553291957117112,0.4,0.4596133615029569
0,,,,,,,,,,,,,,,,M2|1h|5/20|s0.50,M2,60,5/20,,,,,,
145,111.0,1.306,0.2,0.13029746166757364,0.04847620964878255,0.016432613440265267,0.0047937152433784975,0.06970253833242632,0.4,1.203,2.94705958467382,1591.0,40.0,0.0,2.0,M3|1h|5/20|v1.2,M3,60,5/20,0.07523399128903717,-0.008062117581411742,547.0,0.1210660960216281,0.12476600871096284,0.13835957924898537
8,7.0,1.143,-0.25,-0.29923886102345576,0.039396803018821286,0.013354848480956368,-0.003512790476321874,0.04923886102345579,0.25,0.622,3.250350400646323,1619.5,25.0,0.0,0.0,M3|1h|5/20|v1.5,M3,60,5/20,-0.325,-0.5321704331831096,40.0,0.5338803791768623,0.07500000000000001,0.23293157215965388
985,694.4,1.419,0.06294416243654823,-0.046529303039969695,0.08076610323627387,0.027378340080092833,0.001329022160151209,0.10947346547651791,0.35431472081218274,0.935,1.7802767155128134,824.0,35.431472081218274,0.0,7.0,M4|1h|5/20|d0.25,M4,60,5/20,0.0576099371054849,-0.08338487481397136,2794.0,0.030055333206737266,0.0053342253310633275,0.036855571774001665
1376,856.9,1.606,0.02906976744186046,-0.0732966591657699,0.07613437124485782,0.02580826143893486,0.00042379392383767764,0.10236642660763036,0.3430232558139535,0.899,1.9477390687860918,944.0,34.30232558139535,1.0,9.0,M4|1h|5/20|d0.5,M4,60,5/20,0.04534434624690509,-0.0666748926249097,2987.0,0.08194257565000612,-0.016274578805044626,-0.006621766540860191
845,421.8,2.003,0.1076923076923077,0.007774816137069802,0.0669504230279778,0.022695058653551793,0.010272009873708316,0.09991749155523791,0.36923076923076925,1.011,2.1287945721572976,1049.0,36.92307692307693,1.0,12.0,M5|1h|5/20,M5,60,5/20,0.05973959928285608,-0.05619773709012789,2143.0,0.09317857111981896,0.047952708409451615,0.06397255322719769
1442,947.8,1.521,0.09015256588072122,0.0015474882486899199,0.06609096143998469,0.022403715742367696,0.00011040044967889469,0.08860507763203128,0.3633841886269071,1.002,2.1255602896206005,1030.5,36.33841886269071,1.0,11.0,M1|1h|9/21,M1,60,9/21,0.08389781823385109,-0.05741389542674995,2707.0,0.04013418268043361,0.006254747646870132,0.05896138367543987
1178,742.0,1.588,0.09252971137521221,0.007100373662731834,0.06436887439989236,0.02181995742369233,-0.0007594941111043232,0.08542933771248039,0.36417657045840407,1.01,2.1442298858040574,1070.5,36.41765704584041,1.0,7.0,M2|1h|9/21|s0.00,M2,60,9/21,0.09920707853149871,-0.022831768946179398,2620.0,0.06458391585636124,-0.006677367156286501,0.029932142608911232
199,161.5,1.232,-0.005025125628140704,-0.07910746200326003,0.05949232622179791,0.020166890244677257,-0.0055768800913558025,0.07408233637511936,0.3316582914572864,0.89,2.3345164019010425,1030.0,33.165829145728644,0.0,2.0,M2|1h|9/21|s0.25,M2,60,9/21,0.14031455840838827,0.031391375810026045,863.0,0.08479742252581503,-0.14533968403652897,-0.11049883781328608
1,1.0,1.0,-1.0,-1.0371872019069543,0.02614322541966427,0.0088621103117506,0.002181866175539489,0.03718720190695436,0.0,0.0,4.413982905078197,390.0,0.0,0.0,0.0,M2|1h|9/21|s0.50,M2,60,9/21,-1.0,-1.0958699189689327,5.0,0.2853094171583632,0.0,0.05868271706197836
110,87.2,1.261,0.00909090909090909,-0.05821718191789952,0.04696216716382564,0.015919378699601913,0.004426545145381068,0.06730809100880861,0.33636363636363636,0.918,2.9440311008121185,1639.0,33.63636363636363,0.0,2.0,M3|1h|9/21|v1.2,M3,60,9/21,-0.013891726251276815,-0.10075046096397389,444.0,0.2033338383933335,0.022982635342185906,0.04253327904607437
10,9.0,1.111,-0.1,-0.11902685648090294,0.037015894704641505,0.012547760916827628,-0.030536799140566184,0.019026856480902955,0.3,0.833,2.9841828377667174,3112.5,30.0,0.0,0.0,M3|1h|9/21|v1.5,M3,60,9/21,-0.04000000000000001,-0.15830924844576516,50.0,0.03917455636580197,-0.06,0.03928239196486222
526,449.3,1.171,-0.013307984790874519,-0.1442733357283716,0.09731547534486702,0.03298829672707357,0.0006615788655564691,0.13096535093749706,0.3288973384030418,0.81,1.4759954849593602,583.5,32.88973384030418,0.0,3.0,M4|1h|9/21|d0.25,M4,60,9/21,0.056756120041545455,-0.2098786095095848,1953.0,0.15511964119866475,-0.07006410483241997,0.06560527378121322
870,604.5,1.439,0.06551724137931034,-0.05303297033422581,0.08770039659241569,0.029728947997429037,0.0011208671236914683,0.11855021171353618,0.35517241379310344,0.927,1.717524198612899,714.5,35.51724137931034,0.0,6.0,M4|1h|9/21|d0.5,M4,60,9/21,0.026999435169535117,-0.1286250162627268,2673.0,0.04367164052527106,0.03851780620977522,0.07559204592850098
616,377.8,1.631,0.14935064935064934,0.04964917888935806,0.06605669323950868,0.02239209940322328,0.01125267781855933,0.0997014704612913,0.38311688311688313,1.073,2.1200007336563327,1072.5,38.311688311688314,0.0,8.0,M5|1h|9/21,M5,60,9/21,0.010342405851641808,-0.11488313053890453,1942.0,0.05277271540907993,0.13900824349900753,0.16453230942826258
1117,767.6,1.455,0.09847806624888092,0.009872632033825266,0.06662943359053805,0.022586248674758662,-0.0006102480502410561,0.08860543421505566,0.36615935541629363,1.014,2.087407533373,1018.0,36.61593554162936,1.0,9.0,M1|1h|12/26,M1,60,12/26,0.04812429514941254,-0.07407245255653762,2430.0,0.04635413446494941,0.05035377109946838,0.08394508459036289
963,631.7,1.524,0.11838006230529595,0.03200117686123832,0.06568861940287309,0.02226732861114342,-0.0015770625699588977,0.08637888544405763,0.37279335410176534,1.047,2.108971351110224,1061.0,37.279335410176536,1.0,6.0,M2|1h|12/26|s0.00,M2,60,12/26,0.05050502742966284,-0.08195047828607349,2379.0,0.07361513040732043,0.06787503487563311,0.11395165514731181
273,210.6,1.297,0.05494505494505493,-0.025932096808090416,0.06357360091799238,0.021550373192539794,-0.004246822357386823,0.08087715175314537,0.3516483516483517,0.963,2.3350226711504467,1061.0,35.16483516483517,0.0,2.0,M2|1h|12/26|s0.25,M2,60,12/26,0.038439681469717914,-0.05948871716845235,1095.0,0.07537326856320825,0.016505373475337017,0.03355662036036194
7,7.0,1.0,0.2857142857142857,0.2009494784684321,0.050446249170518105,0.017100423447633257,0.017218134627702213,0.08476480724585359,0.42857142857142855,1.326,3.583975000510611,2341.0,42.857142857142854,0.0,0.0,M2|1h|12/26|s0.50,M2,60,12/26,0.11428571428571428,0.04375601168907853,35.0,0.36219716836086197,0.17142857142857143,0.15719346677935359
88,68.5,1.286,0.19318181818181818,0.12958759236738351,0.045266823111499106,0.015344685800508174,0.0029827169024274334,0.06359422581443472,0.3977272727272727,1.202,3.0901950861725545,2002.5,39.77272727272727,0.0,1.0,M3|1h|12/26|v1.2,M3,60,12/26,-0.04970094539841792,-0.14536018021435215,363.0,0.1500492726656939,0.24288276358023608,0.27494777258173564
7,7.0,1.0,-0.14285714285714285,-0.15663050758770924,0.03400741343824977,0.011527936758728737,-0.03176198546641212,0.013773364730566387,0.2857142857142857,0.782,3.0534351145038165,2341.0,28.57142857142857,0.0,0.0,M3|1h|12/26|v1.5,M3,60,12/26,0.2,0.1988799547045775,35.0,0.6295112239693486,-0.34285714285714286,-0.3555104622922868
323,281.3,1.148,-0.10835913312693499,-0.2529077192089131,0.10809419771377184,0.03664210091992265,-0.00018771255171638106,0.14454858608197807,0.29721362229102166,0.685,1.333667928315891,496.0,29.721362229102166,0.0,3.0,M4|1h|12/26|d0.25,M4,60,12/26,-0.041355681115593464,-0.2480598135094596,1299.0,0.06706728049079708,-0.06700345201134153,-0.004847905699453481
588,493.1,1.192,0.02040816326530612,-0.1111220682743406,0.09758104980208156,0.0330783219668073,0.000870859770757859,0.1315302315396467,0.3401360544217687,0.851,1.5495445101974106,600.0,34.01360544217687,0.0,6.0,M4|1h|12/26|d0.5,M4,60,12/26,0.021812686165405718,-0.2233323120733647,2011.0,0.10159979961005586,-0.0014045229000995973,0.11221024379902411
469,322.5,1.454,0.13219616204690832,0.032010600709713545,0.06646856482467628,0.022531716889720773,0.011185279622797719,0.10018556133719476,0.3773987206823028,1.047,2.0844830576622857,1065.0,37.73987206823028,0.0,7.0,M5|1h|12/26,M5,60,12/26,0.023776609274317323,-0.09123490580039584,1638.0,0.06767221977638505,0.108419552772591,0.12324550651010938
573,430.5,1.331,0.03664921465968586,-0.04750246584864594,0.061962453082442026,0.021004221383878648,0.0011850060420111426,0.08415168050833181,0.34554973821989526,0.933,2.3694804031491827,1287.0,34.55497382198953,1.0,6.0,M1|1h|20/50,M1,60,20/50,0.02523747994519269,-0.07312866027949577,1311.0,0.09306776806504835,0.01141173471449317,0.025626194430849833
529,398.9,1.326,0.043478260869565216,-0.03929151218484709,0.061010099038484776,0.020681389504571112,0.0010782845113564456,0.08276977305441234,0.34782608695652173,0.944,2.407681642298345,1336.0,34.78260869565217,1.0,4.0,M2|1h|20/50|s0.00,M2,60,20/50,0.03662090384001393,-0.07219844087958963,1314.0,0.10826370907567853,0.0068573570295512865,0.032906928694742536
115,105.0,1.096,0.06956521739130435,0.014725990821303799,0.04659047703004948,0.015793382044084568,-0.007544632504133524,0.05483922657000053,0.3565217391304348,1.022,3.1215418664699373,2341.0,35.65217391304348,0.0,2.0,M2|1h|20/50|s0.25,M2,60,20/50,-0.023031072894273995,-0.1650826031399678,427.0,0.29308748864234485,0.09259629028557834,0.1798085939612716
2,2.0,1.0,-1.0,-0.8562268600824191,0.02566470812554418,0.008699901059506503,-0.1781377491026316,-0.14377313991758092,0.0,0.0,4.710729329192758,42650.5,0.0,0.0,0.0,M2|1h|20/50|s0.50,M2,60,20/50,0.8,0.6997848793400849,10.0,1.2345785823302808,-1.8,-1.556011739422504
52,47.3,1.099,-0.19230769230769232,-0.2553633136632264,0.04668812258313383,0.01582648223157079,0.0005410165408294864,0.06305562135553411,0.2692307692307692,0.673,2.938413700142851,1619.0,26.923076923076923,0.0,1.0,M3|1h|20/50|v1.2,M3,60,20/50,0.06301020408163266,-0.045880059492072654,243.0,0.2330832617214773,-0.255317896389325,-0.20948325417115374
4,4.0,1.0,-0.25,-0.3094446115485692,0.033384538765164624,0.01131679280175072,0.014743279981653847,0.0594446115485692,0.25,0.61,3.771165521262808,2373.0,25.0,0.0,0.0,M3|1h|20/50|v1.5,M3,60,20/50,-0.25,-0.24943759228304452,20.0,0.023207856032164943,0.0,-0.06000701926552471
128,116.7,1.097,0.03125,-0.12043713000720502,0.11260329537176457,0.03817060860059816,0.0009132260348423096,0.15168713000720505,0.34375,0.84,1.3059897867262422,431.0,34.375,0.0,1.0,M4|1h|20/50|d0.25,M4,60,20/50,0.04148760330578512,-0.21180501225487042,602.0,0.14695284418048138,-0.010237603305785117,0.0913678822476654
237,225.3,1.052,-0.05063291139240506,-0.19769004937390838,0.1099153043707566,0.037259425210425974,-0.00011759159967930596,0.14705713798150327,0.31645569620253167,0.747,1.4609043750148045,526.0,31.645569620253166,0.0,2.0,M4|1h|20/50|d0.5,M4,60,20/50,0.044247449368052374,-0.15643924137916354,994.0,0.061972614400217174,-0.09488036076045744,-0.04125080799474484
241,188.0,1.282,-0.016597510373443983,-0.11594501264269366,0.06244790617145495,0.02116878175303558,0.01573081434475919,0.09934750226924974,0.3278008298755187,0.843,2.2998854149615244,1089.0,32.780082987551864,0.0,3.0,M5|1h|20/50,M5,60,20/50,0.02695821572949627,-0.11261354903158946,976.0,0.08169874052613461,-0.043555726102940256,-0.0033314636111042017
123,111.2,1.106,0.17073170731707318,0.08933564696628812,0.057969351630728236,0.019650627671433298,0.0037760810486234843,0.08139606035078502,0.3902439024390244,1.136,2.74288143533862,1649.0,39.02439024390244,0.0,3.0,M1|1h|50/200,M1,60,50/200,0.0653061224489796,-0.030617701268280083,490.0,0.03771686265813209,0.10542558486809359,0.11995334823456821
118,106.9,1.104,0.1440677966101695,0.06202509306082211,0.05852642749953372,0.01983946694899448,0.0036768091008191808,0.08204270354934737,0.3813559322033898,1.093,2.757770661354096,1642.5,38.13559322033898,0.0,3.0,M2|1h|50/200|s0.00,M2,60,50/200,-0.03565365025466891,-0.13861416273378677,473.0,0.12600913058876154,0.1797214468648384,0.20063925579460887
1,1.0,1.0,2.0,1.9304903339755948,0.030013455362877327,0.010174052665382146,0.029322157996145813,0.06950966602440528,1.0,,4.092468228831268,5364.0,100.0,0.0,0.0,M2|1h|50/200|s0.25,M2,60,50/200,-1.0,-1.085422189429869,5.0,0.30097032517218253,3.0,3.015912523405464
0,,,,,,,,,,,,,,,,M2|1h|50/200|s0.50,M2,60,50/200,,,,,,
11,10.0,1.1,0.36363636363636365,0.31412426877473704,0.04026298021189056,0.013648467868437476,-0.004399353218701507,0.04951209486162653,0.45454545454545453,1.556,3.3944064980616453,1746.0,45.45454545454545,0.0,0.0,M3|1h|50/200|v1.2,M3,60,50/200,-0.12727272727272726,-0.21659716309518312,55.0,0.2931149265165188,0.4909090909090909,0.5307214318699202
1,1.0,1.0,-1.0,-0.9542298632080022,0.04663541538461539,0.015808615384615386,-0.10821416756122865,-0.04577013679199787,0.0,0.0,2.5626872733007415,13620.0,0.0,0.0,0.0,M3|1h|50/200|v1.5,M3,60,50/200,-1.0,-1.052713122465084,5.0,0.05306267547985154,0.0,0.0984832592570819
20,20.0,1.0,-0.25,-0.49020831502711965,0.17728294212658524,0.06009591258528313,0.002829460315251226,0.24020831502711956,0.25,0.485,0.9858360275611439,272.0,25.0,0.0,1.0,M4|1h|50/200|d0.25,M4,60,50/200,0.10526315789473684,-0.9241196663888775,95.0,1.335308748590846,-0.35526315789473684,0.4339113513617579
31,30.0,1.033,-0.41935483870967744,-0.6402674149519081,0.16428687249489302,0.05569046525250611,0.0009352384948314931,0.22091257624223062,0.1935483870967742,0.355,1.00878801008788,304.0,19.35483870967742,0.0,1.0,M4|1h|50/200|d0.5,M4,60,50/200,0.05517241379310338,-0.16584008225839228,148.0,0.226925738395914,-0.4745272525027808,-0.4744273326935158
47,44.7,1.051,0.3404255319148936,0.24858860078835418,0.05302873052387933,0.017975840855552313,0.020832359747107797,0.09183693112653943,0.44680851063829785,1.413,2.6255821765458887,1787.0,44.680851063829785,0.0,1.0,M5|1h|50/200,M5,60,50/200,0.11818181818181817,0.024419441880340176,220.0,0.2691222416419021,0.22224371373307544,0.224169158908014
