symbol,raw_stratified,normalised_stratified,sigma_trail_shock_over_base,raw_over_denominator,residual
BTCUSD,1.0428829613965707,1.3349299098609304,0.7959052166927517,1.3103104986924106,0.024619411168519845
ETHUSD,1.0030105280570236,1.280739165644043,0.8159857541698687,1.2292010282427317,0.0515381374013113
SOLUSD,0.969837043229036,1.1961738425608444,0.82755154194063,1.1719355158891285,0.024238326671715882
XRPUSD,0.9727942045986566,1.2112657724000275,0.8233460544677043,1.1815131673006813,0.029752605099346185
