days,rebalances,gross_ann,cost_ann,net_ann,vol_ann,sharpe,max_drawdown,skew,turnover_ann,nw_t,gross_nw_t,p_value_one_sided,formation,threshold,form_label,thr_label,eligible_mean,is_primary
544,19,-0.02971286031897101,0.016348630284926474,-0.04606149060389742,0.7035101281112236,-0.0654738130459654,-0.9593824967607196,1.178330071280121,25.51378676470588,-0.05856886864097207,-0.03779777402168148,0.5233522463369555,30,1000000.0,primary,primary,16.571428571428573,True
544,19,-0.09546801853622854,0.015659265670955887,-0.11112728420718453,0.5984716279402036,-0.18568513362890418,-0.8450466043377258,0.8192337492779511,25.51378676470588,-0.18957329957840127,-0.1629282169568898,0.5751782441895459,30,500000.0,primary,low,21.476190476190474,False
544,19,-2.615657919207658,0.018936601102941177,-2.6345945203105994,1.081509035935355,-2.436035606519035,-4.244528627793322,-0.33251494165850853,25.51378676470588,-1.9648554988737912,-1.95080541589742,0.9752845177171202,30,5000000.0,primary,high,7.190476190476191,False
574,20,-0.23756232203427136,0.016793864111498264,-0.25435618614576955,0.5884301107605341,-0.4322623562159647,-0.7758938219731764,0.890282510344786,25.45296167247387,-0.46738986291475165,-0.4367670693360618,0.6798895130521192,7,1000000.0,robust_short,primary,17.19047619047619,False
574,20,-0.029182688279586057,0.016560333188153316,-0.0457430214677394,0.517486351545944,-0.08839464331974405,-0.5516591550671797,0.8037350552621283,25.45296167247387,-0.1134604404786006,-0.07240969550305568,0.5451672377849519,7,500000.0,robust_short,low,22.285714285714285,False
574,20,-0.8754403655509642,0.017897886324041812,-0.893338251875006,1.020180073765437,-0.8756672227264117,-2.826628532220656,0.37613499435745634,25.45296167247387,-1.0412485490894587,-1.0203750111817216,0.8511198955855549,7,5000000.0,robust_short,high,7.428571428571429,False
484,17,-0.03637106080835888,0.011556313791322314,-0.04792737459968126,0.5252963778001928,-0.09123873041041873,-0.5103292844691355,0.4199499695892708,25.65805785123967,-0.13900222397789486,-0.10573003409737887,0.5552758041847827,90,1000000.0,robust_long,primary,13.047619047619047,False
484,17,0.14187798362457082,0.010224358729338844,0.13165362489523194,0.47693313416192257,0.2760421020581357,-0.3494664185336309,0.29824431907604704,25.65805785123967,0.4360023451974422,0.4705615612993899,0.3314175140187249,90,500000.0,robust_long,low,17.047619047619047,False
454,16,-0.6862476852410052,0.014811933370044057,-0.7010596186110493,0.7175824422786458,-0.9769743200305611,-0.8961711400031581,0.004304062766264,25.744493392070485,-1.4389007226086366,-1.4099465190035503,0.9249106736124477,90,5000000.0,robust_long,high,5.809523809523809,False
