underlying,expiry_ts,expiry,spot_at_obs,settle,max_pain,n_strikes,total_oi,pull,move
BTC,1773576000,2026-03-15 12:00:00+00:00,70778.2,71768.1068965517,70800.0,39,2792.9269999999997,0.00030800444204575575,0.013986042263743741
BTC,1773921600,2026-03-19 12:00:00+00:00,72936.6,70041.01379310344,73000.0,36,1058.2789999999998,0.0008692480866943918,-0.03970004369406532
BTC,1774267200,2026-03-23 12:00:00+00:00,68220.0,70560.9724137931,68800.0,31,833.1500000000001,0.008501905599530929,0.03431504564340522
BTC,1774612800,2026-03-27 12:00:00+00:00,69336.5,66729.79999999999,70000.0,95,4117.526,0.009569274480252105,-0.03759491753982407
BTC,1774958400,2026-03-31 12:00:00+00:00,67785.6,66683.6551724138,67600.0,29,798.188,-0.002738044658452618,-0.016256326234277023
BTC,1775304000,2026-04-04 12:00:00+00:00,67015.6,67121.26206896552,66800.0,35,1959.279,-0.0032171613773510316,0.0015766786981763964
BTC,1775649600,2026-04-08 12:00:00+00:00,68394.5,71586.26896551723,68600.0,35,1059.848,0.0030046275650819874,0.04666704143633229
BTC,1775995200,2026-04-12 12:00:00+00:00,72925.2,71457.75862068967,72800.0,29,2413.615,-0.0017168276535408486,-0.020122555430911817
BTC,1776340800,2026-04-16 12:00:00+00:00,74142.1,74457.05517241378,74000.0,43,1214.483,-0.0019165898996657204,0.004247993682587503
BTC,1776686400,2026-04-20 12:00:00+00:00,75638.7,75211.01379310346,75600.0,33,1390.902,-0.0005116428494936731,-0.0056543304802507445
BTC,1777032000,2026-04-24 12:00:00+00:00,77766.1,78266.24137931035,77400.0,87,4373.639,-0.004707706828553904,0.00643135478454419
BTC,1777377600,2026-04-28 12:00:00+00:00,77746.3,76229.43103448275,77800.0,26,1038.56,0.0006907081108682611,-0.019510497162144685
BTC,1777723200,2026-05-02 12:00:00+00:00,77472.2,78150.35172413793,77600.0,29,1550.3190000000002,0.0016496239941553605,0.00875348478729058
BTC,1778068800,2026-05-06 12:00:00+00:00,81000.1,82598.28275862068,81000.0,31,1114.164,-1.234566377150408e-06,0.019730626982197283
BTC,1778414400,2026-05-10 12:00:00+00:00,80360.2,80822.21379310345,80200.0,24,1877.7729999999997,-0.001993524157480906,0.00574928625244157
BTC,1778760000,2026-05-14 12:00:00+00:00,80579.7,79313.64137931033,80400.0,27,1575.896,-0.002230090208824271,-0.015711880544227265
BTC,1779105600,2026-05-18 12:00:00+00:00,78387.4,77155.4172413793,78200.0,30,1793.0140000000001,-0.0023906903405393493,-0.015716591679539003
BTC,1779451200,2026-05-22 12:00:00+00:00,77278.3,77365.78965517241,77400.0,44,2815.304,0.001574827603609255,0.0011321374198501866
BTC,1779796800,2026-05-26 12:00:00+00:00,77317.7,77242.2827586207,77400.0,31,1472.656,0.0010644393198452995,-0.0009754201350958254
BTC,1780142400,2026-05-30 12:00:00+00:00,73425.0,73607.12413793102,73600.0,32,1769.677,0.002383384405856316,0.0024804104587132876
BTC,1780488000,2026-06-03 12:00:00+00:00,69486.2,67130.59655172413,69600.0,38,1848.2059999999997,0.0016377352625413812,-0.03390030607913326
BTC,1780833600,2026-06-07 12:00:00+00:00,60930.1,62626.01034482758,60800.0,42,2017.6709999999998,-0.002135233652989221,0.027833703618204766
BTC,1781179200,2026-06-11 12:00:00+00:00,61089.1,63153.53448275862,61400.0,35,1811.4140000000002,0.005089287614320746,0.03379382709450008
BTC,1781524800,2026-06-15 12:00:00+00:00,64548.0,66203.13555555545,64400.0,21,1333.918,-0.00229286732354217,0.02564193399571555
BTC,1781870400,2026-06-19 12:00:00+00:00,63998.8,62638.80388888884,64000.0,65,5095.983,1.8750351569046443e-05,-0.02125033767994341
BTC,1782216000,2026-06-23 12:00:00+00:00,64765.5,62542.24083333329,64600.0,21,1746.8979999999997,-0.0025553728451104367,-0.034327831432887985
BTC,1782561600,2026-06-27 12:00:00+00:00,59432.2,60305.30750000001,59400.0,39,1753.136,-0.000541793842395151,0.014690815753076831
BTC,1782907200,2026-07-01 12:00:00+00:00,59068.5,58656.51888888886,59000.0,26,2128.122,-0.0011596705519862532,-0.006974633029637476
BTC,1783252800,2026-07-05 12:00:00+00:00,62551.9,62692.50694444447,62600.0,21,2367.24,0.0007689614544082361,0.0022478445010377882
BTC,1783598400,2026-07-09 12:00:00+00:00,62293.7,62691.31944444445,62200.0,31,2058.134,-0.001504164947659187,0.006382980051665826
BTC,1783944000,2026-07-13 12:00:00+00:00,63977.8,62954.56055555561,64000.0,18,1469.042,0.00034699536401684787,-0.015993664121685843
BTC,1784289600,2026-07-17 12:00:00+00:00,64171.9,63265.0827777778,64200.0,45,3581.3219999999997,0.0004378863645925794,-0.014131063942663351
BTC,1784635200,2026-07-21 12:00:00+00:00,64810.2,66313.3983333333,64600.0,20,1802.091,-0.003243316638430326,0.023193854259565695
BTC,1784980800,2026-07-25 12:00:00+00:00,65015.5,64072.23750000011,65000.0,22,1771.565,-0.00023840468811283462,-0.01450827110458103
BTC,1785326400,2026-07-29 12:00:00+00:00,63532.2,64459.306944444455,63400.0,26,2060.4269999999997,-0.002080834600407307,0.014592709593630605
BTC,1785672000,2026-08-02 12:00:00+00:00,63102.7,63119.53250000005,63000.0,26,3089.678,-0.0016275056376351105,0.0002667476985938004
BTC,1786017600,2026-08-06 12:00:00+00:00,64111.4,64629.70361111107,64200.0,24,2193.3140000000003,0.0013819695093228123,0.008084421976607444
BTC,1786363200,2026-08-10 12:00:00+00:00,64925.0,65084.59333333324,64800.0,19,1952.893,-0.0019252984212552945,0.002458118341674905
BTC,1786708800,2026-08-14 12:00:00+00:00,63460.3,62889.353888888865,63600.0,34,4453.700999999999,0.0022013762935251973,-0.008996902175236136
BTC,1787054400,2026-08-18 12:00:00+00:00,63618.4,64365.359166666596,63400.0,20,2673.141,-0.003432969078128363,0.011741244147394381
BTC,1787400000,2026-08-22 12:00:00+00:00,76658.6,77113.81305555557,77000.0,88,3296.5719999999997,0.004453512065182434,0.005938186394684525
