k,stop_width,n,clusters,unresolved,excess_gross_R,se_gross_R,t,ci_low_R,ci_high_R,p_signal,p_control,signal_gross_R,control_gross_R,cost_R,signal_net_R,control_net_R,excess_net_R,break_even_cost_R,edge_to_cost,required_multiple,exec_tf,regime,band,stage,scenario,signal_real,economics_viable
0.5,0.05,82356,1411,314,0.0021856331050560977,0.001818308447476834,1.2020144921445972,-0.0013782514519984968,0.005749517662110693,0.6521079217057653,0.6506508329690611,-0.021838117441352112,-0.024023750546408262,0.0436,-0.06543811744135211,-0.06762375054640826,0.0021856331050560977,0.0021856331050560977,0.05012919965724995,19.948453333333337,5,ALL,primary,B,C_high_slip,False,False
0.5,0.05,82356,1411,314,0.0021856331050560977,0.001818308447476834,1.2020144921445972,-0.0013782514519984968,0.005749517662110693,0.6521079217057653,0.6506508329690611,-0.021838117441352112,-0.024023750546408262,0.02052,-0.04235811744135211,-0.04454375054640826,0.0021856331050560977,0.0021856331050560977,0.10651233455439073,9.388584000000002,5,ALL,primary,B,D_fee_sens,False,False
0.75,0.05,82270,1409,400,0.0030099064057372065,0.0023098245586110388,1.3030887538693183,-0.0015173497291404291,0.007537162540614843,0.5698067339248815,0.5680867874073173,-0.0028382156314574747,-0.005848122037194647,0.031599999999999996,-0.03443821563145747,-0.037448122037194644,0.0030099064057372065,0.0030099064057372065,0.09525020271320275,10.498665320545179,5,ALL,primary,B,A_baseline,False,False
0.75,0.05,82270,1409,400,0.0030099064057372065,0.0023098245586110388,1.3030887538693183,-0.0015173497291404291,0.007537162540614843,0.5698067339248815,0.5680867874073173,-0.0028382156314574747,-0.005848122037194647,0.027600000000000003,-0.030438215631457478,-0.03344812203719465,0.0030099064057372065,0.0030099064057372065,0.10905457991801472,9.16972034326098,5,ALL,primary,B,B_low_slip,False,False
0.75,0.05,82270,1409,400,0.0030099064057372065,0.0023098245586110388,1.3030887538693183,-0.0015173497291404291,0.007537162540614843,0.5698067339248815,0.5680867874073173,-0.0028382156314574747,-0.005848122037194647,0.0436,-0.046438215631457475,-0.04944812203719465,0.0030099064057372065,0.0030099064057372065,0.0690345505903029,14.48550025239778,5,ALL,primary,B,C_high_slip,False,False
0.75,0.05,82270,1409,400,0.0030099064057372065,0.0023098245586110388,1.3030887538693183,-0.0015173497291404291,0.007537162540614843,0.5698067339248815,0.5680867874073173,-0.0028382156314574747,-0.005848122037194647,0.02052,-0.023358215631457475,-0.026368122037194647,0.0030099064057372065,0.0030099064057372065,0.14668159872013678,6.817487733467946,5,ALL,primary,B,D_fee_sens,False,False
1.0,0.05,82233,1409,437,0.005265526005374971,0.0029654558564805467,1.7756211052233253,-0.0005467674733269003,0.011077819484076842,0.5038609803850036,0.5012282173823162,0.007721960770007197,0.0024564347646323093,0.031599999999999996,-0.0238780392299928,-0.029143565235367687,0.005265526005374971,0.005265526005374971,0.1666305697903472,6.001299769053118,5,ALL,primary,B,A_baseline,False,False
1.0,0.05,82233,1409,437,0.005265526005374971,0.0029654558564805467,1.7756211052233253,-0.0005467674733269003,0.011077819484076842,0.5038609803850036,0.5012282173823162,0.007721960770007197,0.0024564347646323093,0.027600000000000003,-0.019878039229992806,-0.025143565235367694,0.005265526005374971,0.005265526005374971,0.19077992773097718,5.2416415704388,5,ALL,primary,B,B_low_slip,False,False
1.0,0.05,82233,1409,437,0.005265526005374971,0.0029654558564805467,1.7756211052233253,-0.0005467674733269003,0.011077819484076842,0.5038609803850036,0.5012282173823162,0.007721960770007197,0.0024564347646323093,0.0436,-0.0358780392299928,-0.04114356523536769,0.005265526005374971,0.005265526005374971,0.12076894507740758,8.280274364896075,5,ALL,primary,B,C_high_slip,False,False
1.0,0.05,82233,1409,437,0.005265526005374971,0.0029654558564805467,1.7756211052233253,-0.0005467674733269003,0.011077819484076842,0.5038609803850036,0.5012282173823162,0.007721960770007197,0.0024564347646323093,0.02052,-0.012798039229992803,-0.01806356523536769,0.005265526005374971,0.005265526005374971,0.25660458115862433,3.8970465588914553,5,ALL,primary,B,D_fee_sens,False,False
0.25,0.075,82157,1408,513,0.001574728872767993,0.0012655559253308033,1.2442981311603238,-0.0009057607408803818,0.0040552184864163674,0.7877721922660272,0.7865124091678128,-0.015284759667465897,-0.016859488540234002,0.021066666666666668,-0.03635142633413256,-0.037926155206900666,0.001574728872767993,0.001574728872767993,0.07474978826430345,13.37796431561997,5,ALL,diagnostic,B,A_baseline,False,False
0.25,0.075,82157,1408,513,0.001574728872767993,0.0012655559253308033,1.2442981311603238,-0.0009057607408803818,0.0040552184864163674,0.7877721922660272,0.7865124091678128,-0.015284759667465897,-0.016859488540234002,0.018400000000000003,-0.0336847596674659,-0.035259488540234,0.001574728872767993,0.001574728872767993,0.08558309091130395,11.684551111111114,5,ALL,diagnostic,B,B_low_slip,False,False
0.25,0.075,82157,1408,513,0.001574728872767993,0.0012655559253308033,1.2442981311603238,-0.0009057607408803818,0.0040552184864163674,0.7877721922660272,0.7865124091678128,-0.015284759667465897,-0.016859488540234002,0.029066666666666668,-0.04435142633413257,-0.04592615520690067,0.001574728872767993,0.001574728872767993,0.054176452044770396,18.45820392914654,5,ALL,diagnostic,B,C_high_slip,False,False
0.25,0.075,82157,1408,513,0.001574728872767993,0.0012655559253308033,1.2442981311603238,-0.0009057607408803818,0.0040552184864163674,0.7877721922660272,0.7865124091678128,-0.015284759667465897,-0.016859488540234002,0.013680000000000001,-0.028964759667465898,-0.030539488540234003,0.001574728872767993,0.001574728872767993,0.11511175970526263,8.687209739130436,5,ALL,diagnostic,B,D_fee_sens,False,False
0.5,0.075,81752,1402,918,0.0021559105587630883,0.0016947865475299244,1.272083827845596,-0.0011658710743955632,0.00547769219192174,0.6625159017516391,0.6610786280457971,-0.006226147372541346,-0.00838205793130431,0.021066666666666668,-0.027292814039208014,-0.029448724597970977,0.0021559105587630883,0.0021559105587630883,0.10233752652356432,9.77158657210402,5,ALL,diagnostic,B,A_baseline,False,False
0.5,0.075,81752,1402,918,0.0021559105587630883,0.0016947865475299244,1.272083827845596,-0.0011658710743955632,0.00547769219192174,0.6625159017516391,0.6610786280457971,-0.006226147372541346,-0.00838205793130431,0.018400000000000003,-0.02462614737254135,-0.026782057931304313,0.0021559105587630883,0.0021559105587630883,0.11716905210668957,8.534676879432626,5,ALL,diagnostic,B,B_low_slip,False,False
0.5,0.075,81752,1402,918,0.0021559105587630883,0.0016947865475299244,1.272083827845596,-0.0011658710743955632,0.00547769219192174,0.6625159017516391,0.6610786280457971,-0.006226147372541346,-0.00838205793130431,0.029066666666666668,-0.03529281403920802,-0.03744872459797098,0.0021559105587630883,0.0021559105587630883,0.07417123481983103,13.482315650118204,5,ALL,diagnostic,B,C_high_slip,False,False
0.5,0.075,81752,1402,918,0.0021559105587630883,0.0016947865475299244,1.272083827845596,-0.0011658710743955632,0.00547769219192174,0.6625159017516391,0.6610786280457971,-0.006226147372541346,-0.00838205793130431,0.013680000000000001,-0.019906147372541348,-0.02206205793130431,0.0021559105587630883,0.0021559105587630883,0.15759580107917312,6.345346723404256,5,ALL,diagnostic,B,D_fee_sens,False,False
0.75,0.075,81323,1401,1347,0.002216470125302805,0.002252123155018427,0.9841691473949034,-0.0021976912585333114,0.006630631509138922,0.5686952030790797,0.5674286487217638,-0.004783394611610481,-0.006999864736913386,0.021066666666666668,-0.02585006127827715,-0.028066531403580054,0.002216470125302805,0.002216470125302805,0.10521218949222175,9.504602126675913,5,ALL,diagnostic,B,A_baseline,False,False
0.75,0.075,81323,1401,1347,0.002216470125302805,0.002252123155018427,0.9841691473949034,-0.0021976912585333114,0.006630631509138922,0.5686952030790797,0.5674286487217638,-0.004783394611610481,-0.006999864736913386,0.018400000000000003,-0.023183394611610484,-0.02539986473691339,0.002216470125302805,0.002216470125302805,0.12046033289689155,8.301487933425799,5,ALL,diagnostic,B,B_low_slip,False,False
0.75,0.075,81323,1401,1347,0.002216470125302805,0.002252123155018427,0.9841691473949034,-0.0021976912585333114,0.006630631509138922,0.5686952030790797,0.5674286487217638,-0.004783394611610481,-0.006999864736913386,0.029066666666666668,-0.03385006127827715,-0.03606653140358006,0.002216470125302805,0.002216470125302805,0.0762547061457387,13.11394470642626,5,ALL,diagnostic,B,C_high_slip,False,False
0.75,0.075,81323,1401,1347,0.002216470125302805,0.002252123155018427,0.9841691473949034,-0.0021976912585333114,0.006630631509138922,0.5686952030790797,0.5674286487217638,-0.004783394611610481,-0.006999864736913386,0.013680000000000001,-0.018463394611610482,-0.020679864736913387,0.002216470125302805,0.002216470125302805,0.1620226699782752,6.171975811373093,5,ALL,diagnostic,B,D_fee_sens,False,False
1.0,0.075,81248,1399,1422,0.004787810161480898,0.0028191039687562617,1.698344656509137,-0.000737633617281375,0.010313253940243171,0.5029662268609689,0.5005723217802285,0.005932453721937847,0.0011446435604569594,0.021066666666666668,-0.01513421294472882,-0.019922023106209708,0.004787810161480898,0.004787810161480898,0.22726946969054895,4.400063067694944,5,ALL,diagnostic,B,A_baseline,False,False
1.0,0.075,81248,1399,1422,0.004787810161480898,0.0028191039687562617,1.698344656509137,-0.000737633617281375,0.010313253940243171,0.5029662268609689,0.5005723217802285,0.005932453721937847,0.0011446435604569594,0.018400000000000003,-0.012467546278062156,-0.017255356439543044,0.004787810161480898,0.004787810161480898,0.26020707399352705,3.8430930591259647,5,ALL,diagnostic,B,B_low_slip,False,False
1.0,0.075,81248,1399,1422,0.004787810161480898,0.0028191039687562617,1.698344656509137,-0.000737633617281375,0.010313253940243171,0.5029662268609689,0.5005723217802285,0.005932453721937847,0.0011446435604569594,0.029066666666666668,-0.02313421294472882,-0.02792202310620971,0.004787810161480898,0.004787810161480898,0.1647182395004896,6.070973093401885,5,ALL,diagnostic,B,C_high_slip,False,False
1.0,0.075,81248,1399,1422,0.004787810161480898,0.0028191039687562617,1.698344656509137,-0.000737633617281375,0.010313253940243171,0.5029662268609689,0.5005723217802285,0.005932453721937847,0.0011446435604569594,0.013680000000000001,-0.007747546278062154,-0.012535356439543042,0.004787810161480898,0.004787810161480898,0.3499861229152703,2.8572561439588693,5,ALL,diagnostic,B,D_fee_sens,False,False
0.25,0.1,81760,1405,910,0.0003822162426614481,0.0011660903465480752,0.32777583983342773,-0.0019033208365727792,0.002667753321895675,0.7848214285714286,0.7845156555772994,-0.0189732142857143,-0.01935543052837574,0.015799999999999998,-0.034773214285714296,-0.03515543052837573,0.0003822162426614481,0.0003822162426614481,0.02419090143426887,41.337855999999995,5,ALL,diagnostic,B,A_baseline,False,False
0.25,0.1,81760,1405,910,0.0003822162426614481,0.0011660903465480752,0.32777583983342773,-0.0019033208365727792,0.002667753321895675,0.7848214285714286,0.7845156555772994,-0.0189732142857143,-0.01935543052837574,0.013800000000000002,-0.0327732142857143,-0.03315543052837574,0.0003822162426614481,0.0003822162426614481,0.027696829178365804,36.105216000000006,5,ALL,diagnostic,B,B_low_slip,False,False
0.25,0.1,81760,1405,910,0.0003822162426614481,0.0011660903465480752,0.32777583983342773,-0.0019033208365727792,0.002667753321895675,0.7848214285714286,0.7845156555772994,-0.0189732142857143,-0.01935543052837574,0.0218,-0.0407732142857143,-0.04115543052837574,0.0003822162426614481,0.0003822162426614481,0.017532855167956336,57.035776000000006,5,ALL,diagnostic,B,C_high_slip,False,False
0.25,0.1,81760,1405,910,0.0003822162426614481,0.0011660903465480752,0.32777583983342773,-0.0019033208365727792,0.002667753321895675,0.7848214285714286,0.7845156555772994,-0.0189732142857143,-0.01935543052837574,0.01026,-0.0292332142857143,-0.029615430528375737,0.0003822162426614481,0.0003822162426614481,0.037253045093708394,26.843443200000003,5,ALL,diagnostic,B,D_fee_sens,False,False
0.5,0.1,80513,1386,2157,0.001835107373964453,0.001674176630743313,1.096125307369563,-0.0014462788222924404,0.0051164935702213464,0.6637064821830015,0.6624830772670252,-0.004440276725497627,-0.006275384099462267,0.015799999999999998,-0.020240276725497625,-0.022075384099462265,0.001835107373964453,0.001835107373964453,0.11614603632686413,8.609850423011842,5,ALL,diagnostic,B,A_baseline,False,False
0.5,0.1,80513,1386,2157,0.001835107373964453,0.001674176630743313,1.096125307369563,-0.0014462788222924404,0.0051164935702213464,0.6637064821830015,0.6624830772670252,-0.004440276725497627,-0.006275384099462267,0.013800000000000002,-0.018240276725497627,-0.020075384099462266,0.001835107373964453,0.001835107373964453,0.13297879521481543,7.519995939086295,5,ALL,diagnostic,B,B_low_slip,False,False
0.5,0.1,80513,1386,2157,0.001835107373964453,0.001674176630743313,1.096125307369563,-0.0014462788222924404,0.0051164935702213464,0.6637064821830015,0.6624830772670252,-0.004440276725497627,-0.006275384099462267,0.0218,-0.026240276725497627,-0.028075384099462267,0.001835107373964453,0.001835107373964453,0.08417923733781894,11.879413874788494,5,ALL,diagnostic,B,C_high_slip,False,False
0.5,0.1,80513,1386,2157,0.001835107373964453,0.001674176630743313,1.096125307369563,-0.0014462788222924404,0.0051164935702213464,0.6637064821830015,0.6624830772670252,-0.004440276725497627,-0.006275384099462267,0.01026,-0.014700276725497627,-0.016535384099462265,0.001835107373964453,0.001835107373964453,0.1788603678327927,5.5909535025380706,5,ALL,diagnostic,B,D_fee_sens,False,False
0.75,0.1,80218,1378,2452,0.002050661946196614,0.00216163018794719,0.9486645577169898,-0.0021861332221798776,0.006287457114573106,0.5688872821561246,0.5677154753297265,-0.004447256226781882,-0.006497918172978512,0.015799999999999998,-0.02024725622678188,-0.02229791817297851,0.002050661946196614,0.002050661946196614,0.12978873077193762,7.704829179331306,5,ALL,diagnostic,B,A_baseline,False,False
0.75,0.1,80218,1378,2452,0.002050661946196614,0.00216163018794719,0.9486645577169898,-0.0021861332221798776,0.006287457114573106,0.5688872821561246,0.5677154753297265,-0.004447256226781882,-0.006497918172978512,0.013800000000000002,-0.01824725622678188,-0.02029791817297851,0.002050661946196614,0.002050661946196614,0.1485986917533778,6.72953434650456,5,ALL,diagnostic,B,B_low_slip,False,False
0.75,0.1,80218,1378,2452,0.002050661946196614,0.00216163018794719,0.9486645577169898,-0.0021861332221798776,0.006287457114573106,0.5688872821561246,0.5677154753297265,-0.004447256226781882,-0.006497918172978512,0.0218,-0.02624725622678188,-0.028297918172978512,0.002050661946196614,0.002050661946196614,0.09406706175213826,10.630713677811551,5,ALL,diagnostic,B,C_high_slip,False,False
0.75,0.1,80218,1378,2452,0.002050661946196614,0.00216163018794719,0.9486645577169898,-0.0021861332221798776,0.006287457114573106,0.5688872821561246,0.5677154753297265,-0.004447256226781882,-0.006497918172978512,0.01026,-0.014707256226781882,-0.01675791817297851,0.002050661946196614,0.002050661946196614,0.19986958539928013,5.003262492401216,5,ALL,diagnostic,B,D_fee_sens,False,False
1.0,0.1,80206,1378,2464,0.0021070742837194225,0.002792698984306522,0.754493876912641,-0.00336661572552136,0.007580764292960205,0.5016582300576017,0.500604692915742,0.003316460115203368,0.001209385831483889,0.015799999999999998,-0.01248353988479663,-0.014590614168516109,0.0021070742837194225,0.0021070742837194225,0.13335913188097612,7.498549112426034,5,ALL,diagnostic,B,A_baseline,False,False
1.0,0.1,80206,1378,2464,0.0021070742837194225,0.002792698984306522,0.754493876912641,-0.00336661572552136,0.007580764292960205,0.5016582300576017,0.500604692915742,0.003316460115203368,0.001209385831483889,0.013800000000000002,-0.010483539884796634,-0.012590614168516112,0.0021070742837194225,0.0021070742837194225,0.15268654229850886,6.5493656804733735,5,ALL,diagnostic,B,B_low_slip,False,False
1.0,0.1,80206,1378,2464,0.0021070742837194225,0.002792698984306522,0.754493876912641,-0.00336661572552136,0.007580764292960205,0.5016582300576017,0.500604692915742,0.003316460115203368,0.001209385831483889,0.0218,-0.018483539884796632,-0.02059061416851611,0.0021070742837194225,0.0021070742837194225,0.09665478365685425,10.346099408284024,5,ALL,diagnostic,B,C_high_slip,False,False
1.0,0.1,80206,1378,2464,0.0021070742837194225,0.002792698984306522,0.754493876912641,-0.00336661572552136,0.007580764292960205,0.5016582300576017,0.500604692915742,0.003316460115203368,0.001209385831483889,0.01026,-0.006943539884796632,-0.009050614168516111,0.0021070742837194225,0.0021070742837194225,0.2053678639102751,4.86931100591716,5,ALL,diagnostic,B,D_fee_sens,False,False
0.25,0.0025,27187,1412,1,-0.00337937249420679,0.002559995734496179,-1.3200695800658702,-0.008396964133819301,0.001638219145405721,0.7719130466767204,0.774616544672086,-0.035108691654099466,-0.03172931915989252,0.632,-0.6671086916540995,-0.6637293191598925,-0.00337937249420679,-0.00337937249420679,-0.005347108376909477,,15,ALL,primary,B,A_baseline,False,False
0.25,0.0025,27187,1412,1,-0.00337937249420679,0.002559995734496179,-1.3200695800658702,-0.008396964133819301,0.001638219145405721,0.7719130466767204,0.774616544672086,-0.035108691654099466,-0.03172931915989252,0.552,-0.5871086916540995,-0.5837293191598926,-0.00337937249420679,-0.00337937249420679,-0.006122051619939836,,15,ALL,primary,B,B_low_slip,False,False
0.25,0.0025,27187,1412,1,-0.00337937249420679,0.002559995734496179,-1.3200695800658702,-0.008396964133819301,0.001638219145405721,0.7719130466767204,0.774616544672086,-0.035108691654099466,-0.03172931915989252,0.872,-0.9071086916540995,-0.9037293191598925,-0.00337937249420679,-0.00337937249420679,-0.003875427172255493,,15,ALL,primary,B,C_high_slip,False,False
0.25,0.0025,27187,1412,1,-0.00337937249420679,0.002559995734496179,-1.3200695800658702,-0.008396964133819301,0.001638219145405721,0.7719130466767204,0.774616544672086,-0.035108691654099466,-0.03172931915989252,0.4104,-0.44550869165409945,-0.4421293191598925,-0.00337937249420679,-0.00337937249420679,-0.00823433843617639,,15,ALL,primary,B,D_fee_sens,False,False
0.5,0.0025,27187,1412,1,-0.0033655791370875788,0.0039892790629087625,-0.8436559799438006,-0.011184566100388753,0.004453407826213595,0.6567477103027182,0.6589914297274433,-0.014878434545922747,-0.011512855408835065,0.632,-0.6468784345459228,-0.6435128554088351,-0.0033655791370875788,-0.0033655791370875788,-0.005325283444758827,,15,ALL,primary,B,A_baseline,False,False
0.5,0.0025,27187,1412,1,-0.0033655791370875788,0.0039892790629087625,-0.8436559799438006,-0.011184566100388753,0.004453407826213595,0.6567477103027182,0.6589914297274433,-0.014878434545922747,-0.011512855408835065,0.552,-0.5668784345459228,-0.5635128554088351,-0.0033655791370875788,-0.0033655791370875788,-0.006097063654144164,,15,ALL,primary,B,B_low_slip,False,False
0.5,0.0025,27187,1412,1,-0.0033655791370875788,0.0039892790629087625,-0.8436559799438006,-0.011184566100388753,0.004453407826213595,0.6567477103027182,0.6589914297274433,-0.014878434545922747,-0.011512855408835065,0.872,-0.8868784345459227,-0.8835128554088351,-0.0033655791370875788,-0.0033655791370875788,-0.0038596091021646547,,15,ALL,primary,B,C_high_slip,False,False
0.5,0.0025,27187,1412,1,-0.0033655791370875788,0.0039892790629087625,-0.8436559799438006,-0.011184566100388753,0.004453407826213595,0.6567477103027182,0.6589914297274433,-0.014878434545922747,-0.011512855408835065,0.4104,-0.42527843454592273,-0.42191285540883505,-0.0033655791370875788,-0.0033655791370875788,-0.008200728891538936,,15,ALL,primary,B,D_fee_sens,False,False
0.75,0.0025,27186,1412,2,3.218568380784228e-05,0.005430309029818495,0.005927044599323303,-0.010611220014636408,0.010675591382252093,0.5688589715294637,0.5688405797101449,-0.004496799823438424,-0.0045289855072464524,0.632,-0.6364967998234384,-0.6365289855072465,3.218568380784228e-05,3.218568380784228e-05,5.0926714885826385e-05,19636.059428571425,15,ALL,primary,B,A_baseline,False,False
0.75,0.0025,27186,1412,2,3.218568380784228e-05,0.005430309029818495,0.005927044599323303,-0.010611220014636408,0.010675591382252093,0.5688589715294637,0.5688405797101449,-0.004496799823438424,-0.0045289855072464524,0.552,-0.5564967998234385,-0.5565289855072465,3.218568380784228e-05,3.218568380784228e-05,5.830739820261281e-05,17150.482285714283,15,ALL,primary,B,B_low_slip,False,False
0.75,0.0025,27186,1412,2,3.218568380784228e-05,0.005430309029818495,0.005927044599323303,-0.010611220014636408,0.010675591382252093,0.5688589715294637,0.5688405797101449,-0.004496799823438424,-0.0045289855072464524,0.872,-0.8764967998234384,-0.8765289855072464,3.218568380784228e-05,3.218568380784228e-05,3.691018785303013e-05,27092.790857142852,15,ALL,primary,B,C_high_slip,False,False
0.75,0.0025,27186,1412,2,3.218568380784228e-05,0.005430309029818495,0.005927044599323303,-0.010611220014636408,0.010675591382252093,0.5688589715294637,0.5688405797101449,-0.004496799823438424,-0.0045289855072464524,0.4104,-0.4148967998234384,-0.41492898550724644,3.218568380784228e-05,3.218568380784228e-05,7.842515547719853e-05,12751.010742857141,15,ALL,primary,B,D_fee_sens,False,False
1.0,0.0025,27186,1412,2,0.0037887147796660044,0.006886895212079962,0.5501339374266081,-0.00970959983601072,0.01728702939534273,0.5033473111160156,0.5014529537261826,0.006694622232031211,0.002905907452365186,0.632,-0.6253053777679688,-0.6290940925476348,0.0037887147796660044,0.0037887147796660044,0.005994801866560134,166.81118446601943,15,ALL,primary,B,A_baseline,False,False
1.0,0.0025,27186,1412,2,0.0037887147796660044,0.006886895212079962,0.5501339374266081,-0.00970959983601072,0.01728702939534273,0.5033473111160156,0.5014529537261826,0.006694622232031211,0.002905907452365186,0.552,-0.5453053777679688,-0.5490940925476349,0.0037887147796660044,0.0037887147796660044,0.006863613731278993,145.69584466019418,15,ALL,primary,B,B_low_slip,False,False
1.0,0.0025,27186,1412,2,0.0037887147796660044,0.006886895212079962,0.5501339374266081,-0.00970959983601072,0.01728702939534273,0.5033473111160156,0.5014529537261826,0.006694622232031211,0.002905907452365186,0.872,-0.8653053777679688,-0.8690940925476348,0.0037887147796660044,0.0037887147796660044,0.004344856398699547,230.15720388349516,15,ALL,primary,B,C_high_slip,False,False
1.0,0.0025,27186,1412,2,0.0037887147796660044,0.006886895212079962,0.5501339374266081,-0.00970959983601072,0.01728702939534273,0.5033473111160156,0.5014529537261826,0.006694622232031211,0.002905907452365186,0.4104,-0.4037053777679688,-0.4074940925476348,0.0037887147796660044,0.0037887147796660044,0.009231761159030225,108.3216932038835,15,ALL,primary,B,D_fee_sens,False,False
0.25,0.005,27185,1412,3,-0.0017242964870332906,0.0026724276606401066,-0.6452172728298593,-0.0069622547018878995,0.0035136617278213184,0.7929372815891117,0.7943167187787383,-0.00882839801361035,-0.0071041015265771446,0.316,-0.32482839801361035,-0.32310410152657715,-0.0017242964870332906,-0.0017242964870332906,-0.005456634452636996,,15,ALL,primary,B,A_baseline,False,False
0.25,0.005,27185,1412,3,-0.0017242964870332906,0.0026724276606401066,-0.6452172728298593,-0.0069622547018878995,0.0035136617278213184,0.7929372815891117,0.7943167187787383,-0.00882839801361035,-0.0071041015265771446,0.276,-0.2848283980136104,-0.28310410152657717,-0.0017242964870332906,-0.0017242964870332906,-0.00624745103997569,,15,ALL,primary,B,B_low_slip,False,False
0.25,0.005,27185,1412,3,-0.0017242964870332906,0.0026724276606401066,-0.6452172728298593,-0.0069622547018878995,0.0035136617278213184,0.7929372815891117,0.7943167187787383,-0.00882839801361035,-0.0071041015265771446,0.436,-0.44482839801361035,-0.44310410152657714,-0.0017242964870332906,-0.0017242964870332906,-0.003954808456498373,,15,ALL,primary,B,C_high_slip,False,False
0.25,0.005,27185,1412,3,-0.0017242964870332906,0.0026724276606401066,-0.6452172728298593,-0.0069622547018878995,0.0035136617278213184,0.7929372815891117,0.7943167187787383,-0.00882839801361035,-0.0071041015265771446,0.2052,-0.21402839801361034,-0.21230410152657714,-0.0017242964870332906,-0.0017242964870332906,-0.008403004322774322,,15,ALL,primary,B,D_fee_sens,False,False
0.5,0.005,27181,1410,7,0.0065119016960376724,0.004515542095037421,1.4421085129943205,-0.0023385608102356706,0.015362364202311015,0.6712777307678157,0.6669364629704573,0.006916596151723464,0.00040469445568591667,0.316,-0.30908340384827654,-0.3155953055443141,0.0065119016960376724,0.0065119016960376724,0.02060728384822048,48.526531073446336,15,ALL,primary,B,A_baseline,False,False
0.5,0.005,27181,1410,7,0.0065119016960376724,0.004515542095037421,1.4421085129943205,-0.0023385608102356706,0.015362364202311015,0.6712777307678157,0.6669364629704573,0.006916596151723464,0.00040469445568591667,0.276,-0.26908340384827656,-0.2755953055443141,0.0065119016960376724,0.0065119016960376724,0.023593846724774173,42.38393220338984,15,ALL,primary,B,B_low_slip,False,False
0.5,0.005,27181,1410,7,0.0065119016960376724,0.004515542095037421,1.4421085129943205,-0.0023385608102356706,0.015362364202311015,0.6712777307678157,0.6669364629704573,0.006916596151723464,0.00040469445568591667,0.436,-0.42908340384827653,-0.4355953055443141,0.0065119016960376724,0.0065119016960376724,0.014935554348710259,66.95432768361583,15,ALL,primary,B,C_high_slip,False,False
0.5,0.005,27181,1410,7,0.0065119016960376724,0.004515542095037421,1.4421085129943205,-0.0023385608102356706,0.015362364202311015,0.6712777307678157,0.6669364629704573,0.006916596151723464,0.00040469445568591667,0.2052,-0.19828340384827653,-0.20479530554431408,0.0065119016960376724,0.0065119016960376724,0.03173441372338047,31.511532203389834,15,ALL,primary,B,D_fee_sens,False,False
0.75,0.005,27178,1410,10,0.012201964824490395,0.0063160922641467415,1.9318851457814785,-0.0001775760132372167,0.02458150566221801,0.5784458017514166,0.5714732504231363,0.012280153064978983,7.818824048855255e-05,0.316,-0.303719846935021,-0.31592181175951145,0.012201964824490395,0.012201964824490395,0.0386138127357291,25.89746852619676,15,ALL,primary,B,A_baseline,False,False
0.75,0.005,27178,1410,10,0.012201964824490395,0.0063160922641467415,1.9318851457814785,-0.0001775760132372167,0.02458150566221801,0.5784458017514166,0.5714732504231363,0.012280153064978983,7.818824048855255e-05,0.276,-0.26371984693502104,-0.27592181175951147,0.012201964824490395,0.012201964824490395,0.04421001748003766,22.619307953260464,15,ALL,primary,B,B_low_slip,False,False
0.75,0.005,27178,1410,10,0.012201964824490395,0.0063160922641467415,1.9318851457814785,-0.0001775760132372167,0.02458150566221801,0.5784458017514166,0.5714732504231363,0.012280153064978983,7.818824048855255e-05,0.436,-0.423719846935021,-0.43592181175951145,0.012201964824490395,0.012201964824490395,0.02798615785433577,35.731950245005656,15,ALL,primary,B,C_high_slip,False,False
0.75,0.005,27178,1410,10,0.012201964824490395,0.0063160922641467415,1.9318851457814785,-0.0001775760132372167,0.02458150566221801,0.5784458017514166,0.5714732504231363,0.012280153064978983,7.818824048855255e-05,0.2052,-0.192919846935021,-0.20512181175951144,0.012201964824490395,0.012201964824490395,0.05946376620122025,16.816963739163214,15,ALL,primary,B,D_fee_sens,False,False
1.0,0.005,27178,1410,10,0.014055486054897343,0.007930824510867775,1.7722603791871596,-0.0014889299864034953,0.02959990209619818,0.509419383324748,0.5023916402972993,0.01883876664949602,0.004783280594598649,0.316,-0.297161233350504,-0.31121671940540135,0.014055486054897343,0.014055486054897343,0.04447938624967514,22.482324607329844,15,ALL,primary,B,A_baseline,False,False
1.0,0.005,27178,1410,10,0.014055486054897343,0.007930824510867775,1.7722603791871596,-0.0014889299864034953,0.02959990209619818,0.509419383324748,0.5023916402972993,0.01883876664949602,0.004783280594598649,0.276,-0.257161233350504,-0.2712167194054014,0.014055486054897343,0.014055486054897343,0.050925674111946886,19.636460732984297,15,ALL,primary,B,B_low_slip,False,False
1.0,0.005,27178,1410,10,0.014055486054897343,0.007930824510867775,1.7722603791871596,-0.0014889299864034953,0.02959990209619818,0.509419383324748,0.5023916402972993,0.01883876664949602,0.004783280594598649,0.436,-0.417161233350504,-0.43121671940540135,0.014055486054897343,0.014055486054897343,0.03223735333692051,31.019916230366494,15,ALL,primary,B,C_high_slip,False,False
1.0,0.005,27178,1410,10,0.014055486054897343,0.007930824510867775,1.7722603791871596,-0.0014889299864034953,0.02959990209619818,0.509419383324748,0.5023916402972993,0.01883876664949602,0.004783280594598649,0.2052,-0.18636123335050397,-0.20041671940540134,0.014055486054897343,0.014055486054897343,0.06849652073536718,14.599281675392671,15,ALL,primary,B,D_fee_sens,False,False
