k,stop_width,n,clusters,unresolved,excess_gross_R,se_gross_R,t,ci_low_R,ci_high_R,p_signal,p_control,signal_gross_R,control_gross_R,cost_R,signal_net_R,control_net_R,excess_net_R,break_even_cost_R,edge_to_cost,required_multiple,exec_tf,regime,band,stage,signal_real,economics_viable,symbol
0.5,0.0075,82615,1412,55,0.004439266477032016,0.002665683181181346,1.6653391177059063,-0.0007854725580834217,0.009664005512147453,0.6657749803304485,0.6628154693457604,-0.001337529504327306,-0.005776795981359384,0.21066666666666667,-0.21200419617099397,-0.21644346264802605,0.004439266477032016,0.004439266477032016,0.0210724674542659,47.455287434673934,5,ALL,primary,A,False,False,
0.5,0.0075,29545,962,31,0.0064477915044846845,0.004108278324110185,1.5694631657851992,-0.0016044340107712793,0.014500017019740649,0.668573362667118,0.6642748349974615,0.0028600440006769645,-0.0035877475038077478,0.21066666666666667,-0.2078066226659897,-0.21425441417047442,0.0064477915044846845,0.0064477915044846845,0.030606605242807047,32.67268591426072,5,LOW,primary,A,False,False,
0.5,0.0075,27968,1207,24,0.0013944508009153319,0.004957614449451788,0.2812745555616028,-0.008322473520010172,0.011111375121840837,0.6634010297482837,0.6624713958810069,-0.004898455377574384,-0.0062929061784896545,0.21066666666666667,-0.21556512204424105,-0.21695957284515632,0.0013944508009153319,0.0013944508009153319,0.006619228485357588,151.07500854700854,5,NORMAL,primary,A,False,False,
0.5,0.0075,25102,1019,0,0.00546769181738507,0.004809864115376064,1.1367663797208067,-0.0039596418487520164,0.014895025483522154,0.6651262847581866,0.6614811568799299,-0.002310572862720184,-0.007778264680105118,0.21066666666666667,-0.21297723952938685,-0.2184449313467718,0.00546769181738507,0.00546769181738507,0.025954233310372166,38.52936004857316,5,HIGH,primary,A,False,False,
0.5,0.0075,20691,353,13,0.0011599246049006815,0.0047595886906118936,0.2437026979218999,-0.008168869228698632,0.010488718438499994,0.6678265912715673,0.6670533082016336,0.0017398869073508294,0.0005799623024502765,0.21066666666666667,-0.20892677975931584,-0.2100867043642164,0.0011599246049006815,0.0011599246049006815,0.005505971225794375,181.62099999999998,5,ALL,primary,A-symbol,False,False,BTCUSD
0.5,0.0075,20810,353,16,0.007460355598270062,0.0057641594320367836,1.294266004650382,-0.0038373968885220323,0.018758108085062154,0.6661220567035079,0.6611484863046613,-0.000816914944738123,-0.008277270543008086,0.21066666666666667,-0.2114835816114048,-0.21894393720967475,0.007460355598270062,0.007460355598270062,0.03541308037153511,28.23815351583468,5,ALL,primary,A-symbol,False,False,ETHUSD
0.5,0.0075,20232,353,5,0.009230427046263345,0.0055885598737442175,1.6516646962358037,-0.0017231503062753208,0.02018400439880201,0.666765519968367,0.6606119019375247,0.00014827995255051185,-0.009082147093712911,0.21066666666666667,-0.21051838671411616,-0.21974881376037958,0.009230427046263345,0.009230427046263345,0.043815318257579165,22.82306827309237,5,ALL,primary,A-symbol,False,False,SOLUSD
0.5,0.0075,20882,353,21,3.5916099990422375e-05,0.005151495698030259,0.006971975149693973,-0.010061015468148886,0.010132847668129729,0.6624365482233503,0.66241260415669,-0.006345177664974555,-0.006381093764964985,0.21066666666666667,-0.21701184433164122,-0.21704776043163165,3.5916099990422375e-05,3.5916099990422375e-05,0.0001704878164102328,5865.521777777778,5,ALL,primary,A-symbol,False,False,XRPUSD
0.5,0.01,82609,1412,61,0.004267089542301686,0.0025570456996978114,1.668757638084437,-0.0007447200291060244,0.009278899113709396,0.668619641927635,0.6657749155661006,0.002929462891452461,-0.001337626650849133,0.158,-0.15507053710854754,-0.15933762665084913,0.004267089542301686,0.004267089542301686,0.027006895837352444,37.02758014184397,5,ALL,primary,A,False,False,
0.5,0.01,29545,962,31,0.0029192756811643253,0.00360302738403217,0.8102285578238781,-0.004142657991538727,0.009981209353867378,0.6723980368928753,0.6704518531054324,0.008597055339312876,0.005677779658148641,0.158,-0.14940294466068713,-0.15232222034185136,0.0029192756811643253,0.0029192756811643253,0.018476428361799527,54.12301449275363,5,LOW,primary,A,False,False,
0.5,0.01,27965,1207,27,0.0025478276416949757,0.004827008826446001,0.5278274254929991,-0.006913109658139186,0.012008764941529138,0.6660110852851779,0.664312533524048,-0.0009833720722330908,-0.0035311997139280127,0.158,-0.1589833720722331,-0.16153119971392801,0.0025478276416949757,0.0025478276416949757,0.01612549140313276,62.01361403508773,5,NORMAL,primary,A,False,False,
0.5,0.01,25099,1019,3,0.007769233834017291,0.005189988053941089,1.4969656487200613,-0.002403142751707243,0.017941610419741825,0.6670783696561616,0.6618988804334834,0.0006175544842423886,-0.007151679349774787,0.158,-0.1573824455157576,-0.1651516793497748,0.007769233834017291,0.007769233834017291,0.04917236603808412,20.33662564102564,5,HIGH,primary,A,False,False,
0.5,0.01,20688,353,16,-0.004567865429234338,0.004378913296789874,-1.0431504621438803,-0.01315053549094249,0.004014804632473813,0.6707269914926527,0.6737722351121423,0.006090487238979092,0.010658352668213578,0.158,-0.1519095127610209,-0.14734164733178642,-0.004567865429234338,-0.004567865429234338,-0.02891054069135657,,5,ALL,primary,A-symbol,False,False,BTCUSD
0.5,0.01,20807,353,19,0.008614889219974046,0.005308700681322414,1.6227867678213215,-0.0017901641154178835,0.019019942555365977,0.6673715576488681,0.6616282981688855,0.001057336473302195,-0.007557552746671803,0.158,-0.1569426635266978,-0.1655575527466718,0.008614889219974046,0.008614889219974046,0.054524615316291436,18.340340306834033,5,ALL,primary,A-symbol,False,False,ETHUSD
