symbol,family,timeframe_min,confirm_min,spec_hash,bars,signals,status,trades,trades_per_day,days,rej_cost,rej_cooldown,initial_capital,total_pnl,final_equity,return_pct,max_dd_pct,total_fees,total_funding,optimistic_pnl,gross_win,gross_loss,avg_win,avg_loss,best_trade,worst_trade,profit_factor,win_rate,net_r,net_r_lo,net_r_hi,gross_r,cost_r,bars_held,median_r_bps,avg_leverage,ambiguous_pct
AKEUSD,atr_arm,5,1,5104b68fd7d7,6009,761.0,ok,123.0,5.895157264103845,20.864583333333332,18.0,167.0,10000.0,-1182.4050828830457,8817.594917116956,-11.824050828830456,15.129362985911174,353.89342315600004,-24.6483402729595,-1057.7501787359997,3340.2398940447533,-4522.644976927799,95.43542554413581,-51.39369291963408,119.93373874406394,-56.94091922559632,0.7385589430709096,0.2845528455284553,-0.20270218375615612,-0.42858673320171065,0.045307886598542194,-0.1359708415847533,0.06673134217140274,20.252032520325205,274.50689970130014,0.2094730356506469,0.8130081300813009
AKEUSD,atr_arm,5,5,5dc5ac0f708a,6009,1223.0,ok,126.0,6.038941587618573,20.864583333333332,41.0,242.0,10000.0,-1955.5264667963788,8042.449264063617,-19.555264667963787,20.41503408485727,324.80673323999997,-4.372266443625103,-1671.51607040001,2678.8992495688613,-4634.42571636524,89.29664165229538,-48.275267878804584,117.03918123981606,-57.93115633346002,0.5780434110981738,0.23809523809523808,-0.34398134310141754,-0.5642287456731008,-0.10883228151618837,-0.2802345658800975,0.06374677722131995,22.706349206349206,284.0750122309174,0.20002689513258728,1.5873015873015872
AKEUSD,atr_banded,5,1,ddd76a9fda2b,6009,182.0,ok,58.0,2.779830254618073,20.864583333333332,8.0,11.0,10000.0,71.20115440376118,10071.201154403763,0.7120115440376118,5.932312467416386,172.497744332,-13.837898735760803,57.36325566800224,1980.3081284500938,-1909.106974046333,94.30038706905209,-51.59748578503603,101.54394958620182,-58.383752771736894,1.037295528941917,0.3620689655172414,0.02995975083567396,-0.34010161737714717,0.3546820903409328,0.10069863683989828,0.07073888600422436,23.637931034482758,257.511195804036,0.22174391520225542,0.0
AKEUSD,atr_banded,5,5,252136b1eac7,6009,329.0,ok,69.0,3.307039440838742,20.864583333333332,22.0,19.0,10000.0,-335.8641657218309,9664.135834278171,-3.3586416572183087,7.009411457167425,198.91818400600005,-26.4480182841683,-362.31218400599573,2025.9631278549023,-2361.827293576733,92.08923308431373,-50.251644544185815,97.6384130636556,-54.591216804438254,0.8577947817627254,0.3188405797101449,-0.0962595070150908,-0.40613157961739027,0.2208938897796558,-0.02720066818499916,0.06905883883009162,20.115942028985508,267.3809523809526,0.21643752960852694,0.0
AKEUSD,atr_adx,5,1,46cfb055642f,6009,316.0,ok,72.0,3.45082376435347,20.864583333333332,9.0,59.0,10000.0,-357.0206164408421,9642.979383559157,-3.570206164408421,7.934568904602091,211.794523594,-16.3529071531622,-73.28586241000085,2247.817174834685,-2604.837791275527,97.73118151455152,-53.15995492399034,117.53855839668381,-59.728581469108846,0.8629394054260794,0.3194444444444444,-0.09613172826442308,-0.3970337819707176,0.23828496491290885,-0.030304607136263248,0.0658271211281598,20.59722222222222,301.51793491052155,0.20666640931908858,2.7777777777777777
AKEUSD,atr_adx,5,5,3521dc5aecec,6009,561.0,ok,76.0,3.6425361957064406,20.864583333333332,12.0,98.0,10000.0,-528.3450066998432,9471.654993300152,-5.283450066998433,7.574146031016362,202.336963708,10.753042991841104,-218.24345790800544,2224.493676255892,-2752.8386829557353,96.71711635895181,-51.94035250859878,122.35914402344403,-58.069454206078056,0.8080726596981131,0.3026315789473684,-0.13855550144323303,-0.4576207943118532,0.17631014238900375,-0.07741474997437305,0.061140751468859986,26.460526315789473,337.1021373007144,0.19163404312617918,2.631578947368421
AKEUSD,atr_adx_both,5,1,5af18381228a,6009,170.0,ok,51.0,2.4443334997503747,20.864583333333332,6.0,32.0,10000.0,2.339816310744645,10002.339816310749,0.02339816310744645,4.772071947216309,139.56979584,-9.5836121507487,292.8438653439989,1757.0235019578988,-1754.683685647154,97.61241677543882,-53.17223289839861,117.53855839668381,-60.55814510062426,1.0013334690063422,0.35294117647058826,0.008008655145124357,-0.4040680690365576,0.4043676119210663,0.07079722840369354,0.06278857325856922,25.88235294117647,325.14049280553326,0.19679831816514037,3.9215686274509802
AKEUSD,atr_adx_both,5,5,f0e15e357330,6009,561.0,ok,76.0,3.6425361957064406,20.864583333333332,12.0,98.0,10000.0,-528.3450066998432,9471.654993300152,-5.283450066998433,7.574146031016362,202.336963708,10.753042991841104,-218.24345790800544,2224.493676255892,-2752.8386829557353,96.71711635895181,-51.94035250859878,122.35914402344403,-58.069454206078056,0.8080726596981131,0.3026315789473684,-0.13855550144323303,-0.4576207943118532,0.17631014238900375,-0.07741474997437305,0.061140751468859986,26.460526315789473,337.1021373007144,0.19163404312617918,2.631578947368421
AKEUSD,atr_banded_adx,5,1,57994c89d5b6,6009,40.0,ok,20.0,0.9585621567648528,20.864583333333332,1.0,0.0,10000.0,606.2223138378007,10606.222313837801,6.062223138378007,1.7419793163040125,54.308457148,-6.659770985799798,599.5625428519998,1073.7424059408982,-467.52009210309757,97.61294599462711,-51.94667690034417,108.05317712377885,-56.733796199999794,2.296676493860966,0.55,0.6022985524127898,-0.02334216471215122,1.2113990612357888,0.6689083979628414,0.06660984555005142,28.75,299.6542804444516,0.20810081706265676,0.0
AKEUSD,atr_banded_adx,5,5,0b49936fe369,6009,97.0,ok,27.0,1.2940589116325512,20.864583333333332,4.0,1.0,10000.0,540.2826598018789,10540.282659801882,5.402826598018789,2.755508472269907,77.45313507600001,-22.073794877878097,518.2088649240031,1272.687846595592,-732.405186793713,97.89906512273784,-52.31465619955093,106.75133161626344,-56.596700150000025,1.7376827329242457,0.48148148148148145,0.4034689405076322,-0.15047152661354135,0.9671365444047294,0.4713847885091082,0.06791584800147597,22.22222222222222,265.21254182674403,0.212448714833902,0.0
