symbol,family,target_r,stop_mult,gate,trades,net_r,cost_r,win_rate,gross_r,rej_cost,med_r_bps,model
BEATUSD,wpr_only,2.0,4.0,0.097,458,0.050609179894322454,0.03071474432994517,0.37117903930131,0.08132392422426762,2,397.9489360370342,maker/taker
BEATUSD,atr_arm,1.0,2.0,0.15,1245,0.00414858583256562,0.024765881882421157,0.5132530120481927,0.02891446771498678,0,216.31878557874697,maker/maker
BEATUSD,atr_arm,1.0,4.0,0.15,523,-0.05235984607731231,0.014175942872142909,0.47992351816443596,-0.038183903205169366,0,384.94197565808093,maker/maker
BEATUSD,atr_arm,2.0,2.0,0.15,932,0.0074984148777517785,0.024488052175731335,0.34549356223175964,0.031986467053483104,0,226.9863557975307,maker/maker
BEATUSD,atr_arm,2.0,4.0,0.15,384,-0.05764981249694597,0.014245378620471335,0.3255208333333333,-0.04340443387647464,0,389.66170401021793,maker/maker
BEATUSD,adx_only,1.0,2.0,0.15,528,-0.05767189981194482,0.022300564772042696,0.4810606060606061,-0.03537133503990214,0,243.53875364769547,maker/maker
BEATUSD,adx_only,1.0,4.0,0.15,239,-0.12291158749020555,0.014572561186091388,0.4435146443514644,-0.10833902630411417,0,375.42057729768015,maker/maker
BEATUSD,adx_only,2.0,2.0,0.15,443,-0.07210580564369397,0.022232743305214017,0.3182844243792325,-0.04987306233847994,0,243.81562555614764,maker/maker
BEATUSD,adx_only,2.0,4.0,0.15,201,-0.050268204522975,0.01467864215358126,0.3283582089552239,-0.03558956236939376,0,383.09225061486467,maker/maker
BEATUSD,wpr_only,1.0,2.0,0.15,1674,-0.04377412705798675,0.02622103272797935,0.490442054958184,-0.017553094330007395,0,204.6445067993332,maker/maker
BEATUSD,wpr_only,1.0,4.0,0.15,665,0.016476133252872543,0.014626951096588152,0.5157894736842106,0.031103084349460693,0,385.1476014760146,maker/maker
BEATUSD,wpr_only,2.0,2.0,0.15,1210,-0.04061882863521774,0.02587449860926797,0.3305785123966942,-0.014744330025949784,0,209.07855928762422,maker/maker
BEATUSD,wpr_only,2.0,4.0,0.15,460,0.06323980972204561,0.014274747587486706,0.3717391304347826,0.0775145573095323,0,397.31079391246965,maker/maker
BEATUSD,atr_arm,1.0,2.0,0.045,1171,0.009654264377421524,0.022544962178870788,0.5149444918872759,0.03219922655629232,149,224.84061930783295,maker/maker
BEATUSD,atr_arm,1.0,4.0,0.045,522,-0.05396641266748508,0.014108641722746357,0.4789272030651341,-0.039857770944738705,1,385.1539146583092,maker/maker
