cell,tf,conf,gates,tgt,hrs,net,pos,nblk,n,win,dd,wk,lo,hi,allsym,s_BEAT,s_AKEU,s_BANK,b0,b1,b2,b3
15/5m c=- DI        3R 18-24,15/5,-,DI,3.0,18-24,-0.23420102466650636,1,4.0,15,0.2,5.295024181651657,0.4797030409746348,-1.027270221867631,0.5925910419003328,False,-0.03137652155780204,-1.0541051062774318,-1.0411960025132698,0.8910044058270308,-1.0787275984534483,-0.9882827456222275,-0.13904981625905852
15/5m c=- DI+A25    1R all,15/5,-,DI+A25,1.0,all,-0.4792135427019758,0,3.0,11,0.2727272727272727,7.191309386695814,0.35178223004806547,-0.8794062711121491,0.06655841801373033,False,-0.27076870158015254,,-1.0350664523601714,-0.010442218126590186,-1.0635470420107622,,-0.6943388425341018
15/5m c=- DI+A25    1R 18-24,15/5,-,DI+A25,1.0,18-24,-0.3956206266915138,0,2.0,3,0.3333333333333333,1.0399732194462699,0.09594060819492695,-1.084685863316638,0.9377972026883666,False,-0.3956206266915138,,,-0.07344433031413578,,,-1.0399732194462699
15/5m c=- DI+A25    1.5R all,15/5,-,DI+A25,1.5,all,-0.3534479234470415,1,3.0,11,0.2727272727272727,6.691574912769434,0.35178223004806547,-1.0193173013935308,0.3207352830592849,False,-0.0978409751046179,,-1.0350664523601714,0.21047961634288406,-1.0635470420107624,,-0.6110497635463719
15/5m c=- DI+A25    1.5R 18-24,15/5,-,DI+A25,1.5,18-24,-0.24522598735602488,1,2.0,3,0.3333333333333333,1.0399732194462699,0.09594060819492695,-1.084685863316638,1.3889811206948333,False,-0.24522598735602488,,,0.1521476286890976,,,-1.0399732194462699
15/5m c=- DI+A25    3R all,15/5,-,DI+A25,3.0,all,-0.4877911728173018,0,3.0,11,0.18181818181818182,7.017808554422923,0.35178223004806547,-1.057252713058247,0.2685422598823007,False,-0.28256294298872564,,-1.0350664523601714,-0.07740590901195932,-1.0635470420107622,,-0.6654220371552865
15/5m c=- DI+A25    3R 18-24,15/5,-,DI+A25,3.0,18-24,0.24734519740259717,1,2.0,3,0.3333333333333333,1.03997321944627,0.09594060819492695,-1.084685863316638,2.8666946749707,True,0.24734519740259717,,,0.8910044058270308,,,-1.03997321944627
15/5m c=- ST        1R all,15/5,-,ST,1.0,all,-0.38775748604455035,1,4.0,52,0.3269230769230769,22.083349691290703,1.6629705420454004,-0.6386960517224414,-0.13591814311839476,False,-0.36024763149997113,-0.03747235260534046,-1.0406510194741319,0.015002008549164475,-1.0151055094194494,-0.2509912601353379,-0.39616611265522117
15/5m c=- ST        1R 18-24,15/5,-,ST,1.0,18-24,-0.33257349704303607,1,3.0,17,0.35294117647058826,6.59154665241998,0.5436634464379194,-0.7980092737075385,0.14690836122858944,False,-0.3226107416880076,-0.03989717264174736,-1.0574047208160133,0.05273302957639042,,-0.036666088311410494,-0.437375640943198
15/5m c=- ST        1.5R all,15/5,-,ST,1.5,all,-0.3047810088306569,1,4.0,51,0.29411764705882354,18.34747920521548,1.6309903393137581,-0.5967682655542599,0.0033698041089294598,False,-0.2365583508535355,-0.30230457144123685,-1.0406510194741319,0.23592384301863875,-1.0151055094194494,-0.20383177073364026,-0.29886726755123755
15/5m c=- ST        1.5R 18-24,15/5,-,ST,1.5,18-24,-0.29665093284161487,2,3.0,17,0.29411764705882354,7.394690647369737,0.5436634464379194,-0.7689755381790857,0.2808996204294937,False,-0.3149031436301639,0.21149143666542736,-1.0574047208160133,0.2783249885796237,,0.23664257540442946,-0.46715392202119693
15/5m c=- ST        3R all,15/5,-,ST,3.0,all,-0.6425199434803303,0,4.0,46,0.13043478260869565,31.208023053527796,1.4710893256555466,-0.9239523712792836,-0.2918530669910663,False,-0.5701710144769915,-0.9317036930182467,-1.0406510194741319,-0.051961682336204656,-1.0151055094194494,-0.5721974803921516,-0.6962469343578921
15/5m c=- ST        3R 18-24,15/5,-,ST,3.0,18-24,-0.32379161110784344,1,3.0,17,0.17647058823529413,8.371152063804038,0.5436634464379194,-1.010146009754751,0.38999313970566063,False,-0.1680313610742958,-1.0473068064885922,-1.0574047208160133,1.0171817657175564,,-1.018774854131283,-0.4231747086158374
15/5m c=- ST+A25    1R all,15/5,-,ST+A25,1.0,all,-0.14435101530429126,2,4.0,16,0.4375,4.22957666184274,0.511683243706277,-0.6271837092775654,0.34841834766418556,False,-0.014893970731840253,0.9743107609939371,-1.0350664523601714,0.015002008549164475,-1.0635470420107622,0.9380805559616129,-0.22441577930161688
15/5m c=- ST+A25    1R 18-24,15/5,-,ST+A25,1.0,18-24,0.14105258598499334,2,2.0,7,0.5714285714285714,1.9796160400476135,0.22386141912149624,-0.6272664541131695,0.7121108444315968,True,0.0021762234835027336,0.9743107609939371,,0.05273302957639042,,,0.17638040854843456
15/5m c=- ST+A25    1.5R all,15/5,-,ST+A25,1.5,all,-0.08997369187085337,2,4.0,16,0.375,4.432930009927413,0.511683243706277,-0.5632704678304685,0.5101152400761456,False,0.015711025628214453,1.4770879796082865,-1.0350664523601714,0.23592384301863875,-1.0635470420107624,1.3126389535872358,-0.26323663535846825
15/5m c=- ST+A25    1.5R 18-24,15/5,-,ST+A25,1.5,18-24,0.07865842648664659,1,2.0,7,0.42857142857142855,2.8048186324551856,0.22386141912149624,-0.8459575179645362,1.047934900478332,False,-0.1544131657002934,1.4770879796082865,,0.2783249885796237,,,-0.0012081983505441763
15/5m c=- ST+A25    3R all,15/5,-,ST+A25,3.0,all,-0.2500154952989786,1,4.0,16,0.25,6.950526496235453,0.511683243706277,-0.8650004767954963,0.48874423938069333,False,0.01212166158305078,-1.0405085066997526,-1.0350664523601714,-0.051961682336204656,-1.0635470420107622,1.3126389535872358,-0.4041493107015312
15/5m c=- ST+A25    3R 18-24,15/5,-,ST+A25,3.0,18-24,0.13506134684360724,1,2.0,7,0.2857142857142857,3.8453271391549384,0.22386141912149624,-0.9643537386364357,1.2513286434275241,False,0.33098965576750056,-1.0405085066997526,,1.0171817657175564,,,-0.2177868207059725
15/5m c=- ST+DI     1R all,15/5,-,ST+DI,1.0,all,-0.43479493964664007,0,4.0,43,0.3023255813953488,20.6161428217796,1.3751487174606196,-0.6869760584083491,-0.14580653691422488,False,-0.3897407161401838,-0.056585914861095155,-1.0406510194741319,-0.010442218126590186,-1.0008380358176365,-0.35008057814341714,-0.45435193266554813
15/5m c=- ST+DI     1R 18-24,15/5,-,ST+DI,1.0,18-24,-0.5087133324775333,1,3.0,11,0.2727272727272727,6.5336438599412325,0.35178223004806547,-1.0511829404701014,0.049310252727698727,False,-0.3871485366843801,-1.0541051062774318,-1.0574047208160133,0.9377972026883667,,-0.036666088311410494,-0.8075389604148016
15/5m c=- ST+DI     1.5R all,15/5,-,ST+DI,1.5,all,-0.3916324490630088,1,4.0,43,0.2558139534883721,19.643843064561356,1.3751487174606196,-0.6869512625755491,-0.050977706511307834,False,-0.29735981913872234,-0.8376389618400627,-1.0406510194741319,0.21047961634288406,-1.0008380358176365,-0.38879958639496875,-0.3918768084813368
15/5m c=- ST+DI     1.5R 18-24,15/5,-,ST+DI,1.5,18-24,-0.3726132668678463,2,3.0,11,0.2727272727272727,5.961012207050001,0.35178223004806547,-1.0590678396724684,0.3249782427554908,False,-0.22080401205031824,-1.0541051062774318,-1.0574047208160133,1.3889811206948333,,0.23664257540442946,-0.7451265258812502
15/5m c=- ST+DI     3R all,15/5,-,ST+DI,3.0,all,-0.748168196332892,0,4.0,40,0.1,31.578833506748293,1.2792081092656926,-1.0082500352498425,-0.44302349628516097,False,-0.7084954662276185,-0.8376389618400627,-1.0406510194741319,-0.07740590901195932,-1.0008380358176363,-0.5721974803921516,-0.937369115464574
15/5m c=- ST+DI     3R 18-24,15/5,-,ST+DI,3.0,18-24,-0.3137607872956086,1,3.0,11,0.18181818181818182,6.318063335222393,0.35178223004806547,-1.0601831831543618,0.7841263554796868,False,-0.14887320368424992,-1.0541051062774318,-1.0574047208160133,2.8666946749706987,,-1.018774854131283,-0.5350642033699784
15/5m c=- ST+DI+A25 1R all,15/5,-,ST+DI+A25,1.0,all,-0.4792135427019758,0,3.0,11,0.2727272727272727,7.191309386695814,0.35178223004806547,-1.0107593902887901,0.06840778955924463,False,-0.27076870158015254,,-1.0350664523601714,-0.010442218126590186,-1.0635470420107622,,-0.6943388425341018
15/5m c=- ST+DI+A25 1R 18-24,15/5,-,ST+DI+A25,1.0,18-24,-0.051088008378951555,1,2.0,2,0.5,1.0399732194462699,0.06396040546328463,-1.0399732194462699,0.9377972026883667,False,-0.051088008378951555,,,0.9377972026883667,,,-1.0399732194462699
15/5m c=- ST+DI+A25 1.5R all,15/5,-,ST+DI+A25,1.5,all,-0.3534479234470415,1,3.0,11,0.2727272727272727,6.691574912769434,0.35178223004806547,-1.0095900166344154,0.32224189691068533,False,-0.0978409751046179,,-1.0350664523601714,0.21047961634288406,-1.0635470420107624,,-0.6110497635463719
15/5m c=- ST+DI+A25 1.5R 18-24,15/5,-,ST+DI+A25,1.5,18-24,0.1745039506242816,1,2.0,2,0.5,1.03997321944627,0.06396040546328463,-1.03997321944627,1.3889811206948333,True,0.1745039506242816,,,1.3889811206948333,,,-1.03997321944627
15/5m c=- ST+DI+A25 3R all,15/5,-,ST+DI+A25,3.0,all,-0.4877911728173018,0,3.0,11,0.18181818181818182,7.017808554422923,0.35178223004806547,-1.0588383591434514,0.2817611098628303,False,-0.28256294298872564,,-1.0350664523601714,-0.07740590901195932,-1.0635470420107622,,-0.6654220371552865
15/5m c=- ST+DI+A25 3R 18-24,15/5,-,ST+DI+A25,3.0,18-24,0.9133607277622143,1,2.0,2,0.5,1.03997321944627,0.06396040546328463,-1.03997321944627,2.8666946749706987,True,0.9133607277622143,,,2.8666946749706987,,,-1.03997321944627
30/5m c=x none      1R all,30/5,x,none,1.0,all,-0.3593493575359194,0,2.0,3,0.3333333333333333,1.0829930962883416,0.09594060819492695,-1.0829930962883416,0.9940777455590032,False,-1.0360629090833806,0.9940777455590031,,,,-0.9891327218784196,-0.04445767536466927
30/5m c=x none      1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x none      1.5R all,30/5,x,none,1.5,all,-0.23807498443952455,1,2.0,3,0.3333333333333333,1.0829930962883416,0.09594060819492695,-1.0829930962883416,1.3579008648481876,False,-1.0360629090833806,1.3579008648481876,,,,-0.9891327218784196,0.137453884279923
30/5m c=x none      1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x none      3R all,30/5,x,none,3.0,all,-0.799093875743594,0,2.0,3,0.0,1.4081489053523624,0.09594060819492695,-1.0829930962883416,-0.3251558090640209,False,-1.0360629090833806,-0.3251558090640209,,,,-0.9891327218784196,-0.7040744526761813
30/5m c=x none      3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x A25       3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x DI+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST        3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+A25    3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI     3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 1R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 3R all,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=x ST+DI+A25 3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
30/5m c=- none      1R all,30/5,-,none,1.0,all,-0.5031297996602782,0,4.0,17,0.23529411764705882,8.615870097389392,0.5436634464379194,-0.8445076673054813,-0.10676192294703675,False,-0.5997914918961594,-0.5748435924350345,1.0185093766526965,-0.9558458734880342,-0.8621368444283036,-0.32152678373034516,-0.4046369836260748
30/5m c=- none      1R 18-24,30/5,-,none,1.0,18-24,-0.7545316451030455,0,3.0,10,0.1,6.588149584100121,0.31980202731642315,-1.0243792280074295,-0.36419459062328025,False,-0.77449698428838,-0.5748435924350345,,,-0.8605255885376204,-0.9531733278685778,-0.668427726258169
30/5m c=- none      1.5R all,30/5,-,none,1.5,all,-0.5570257053581424,0,4.0,17,0.17647058823529413,8.513591117600384,0.5436634464379194,-0.9193819255428973,-0.11868932634134008,False,-0.5146677002624412,-0.5748435924350345,-1.1745778947167667,-0.9558458734880342,-0.8621368444283036,-0.1595480882262135,-0.5448536319636835
30/5m c=- none      1.5R 18-24,30/5,-,none,1.5,18-24,-0.7045088990076755,0,3.0,10,0.1,6.087922123146423,0.31980202731642315,-1.0151485399345426,-0.21559599500319154,False,-0.7189161552935245,-0.5748435924350345,,,-0.8605255885376204,-0.9531733278685778,-0.5850564827658861
30/5m c=- none      3R all,30/5,-,none,3.0,all,-0.666264230834971,0,4.0,17,0.11764705882352941,10.370646050706473,0.5436634464379194,-1.0384132388651761,-0.12687047137453603,False,-0.6384713624695136,-0.5748435924350345,-1.1745778947167667,-0.9558458734880342,-0.8621368444283036,-0.3525794615550247,-0.6726497132756487
30/5m c=- none      3R 18-24,30/5,-,none,3.0,18-24,-0.5590279423938747,0,3.0,10,0.1,4.886018605676451,0.31980202731642315,-1.0225467816240337,0.24073463090325545,False,-0.5572706479448568,-0.5748435924350345,,,-0.8605255885376204,-0.9531733278685778,-0.3425882217428844
30/5m c=- A25       1R all,30/5,-,A25,1.0,all,-0.6495891235143478,0,2.0,6,0.16666666666666666,3.9601982442507495,0.1918812163898539,-1.0593145430126005,0.04478233549955113,False,-0.9832088235477567,,1.0185093766526965,-0.9558458734880342,,,-0.5883377735196106
30/5m c=- A25       1R 18-24,30/5,-,A25,1.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- A25       1.5R all,30/5,-,A25,1.5,all,-1.0151036687425916,0,2.0,6,0.0,5.134776138967516,0.1918812163898539,-1.1215867506692496,-0.8909771020948477,False,-0.9832088235477567,,-1.1745778947167667,-0.9558458734880342,,,-1.0269552277935032
30/5m c=- A25       1.5R 18-24,30/5,-,A25,1.5,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- A25       3R all,30/5,-,A25,3.0,all,-1.0151036687425916,0,2.0,6,0.0,5.134776138967516,0.1918812163898539,-1.1215867506692498,-0.8909720447305695,False,-0.9832088235477567,,-1.1745778947167667,-0.9558458734880342,,,-1.0269552277935032
30/5m c=- A25       3R 18-24,30/5,-,A25,3.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- DI        1R all,30/5,-,DI,1.0,all,-0.7805828177233092,0,4.0,9,0.1111111111111111,6.069399486021748,0.28782182458478084,-1.035043004721384,-0.31620548364646506,False,-0.7805828177233092,,,-0.9558458734880342,-0.9597279497295774,-0.32152678373034516,-1.0362727962752838
30/5m c=- DI        1R 18-24,30/5,-,DI,1.0,18-24,-1.0204552349104552,0,3.0,5,0.0,4.147381992494747,0.15990101365821158,-1.0989326467866063,-0.9634605774365623,False,-1.0204552349104552,,,,-0.9548941820575282,-0.9531733278685778,-1.0647362215420566
30/5m c=- DI        1.5R all,30/5,-,DI,1.5,all,-0.726589919221932,0,4.0,9,0.1111111111111111,5.583463399509354,0.28782182458478084,-1.0367784919799263,-0.15500260587233872,False,-0.726589919221932,,,-0.9558458734880342,-0.9597279497295774,-0.1595480882262135,-1.0362727962752838
30/5m c=- DI        1.5R 18-24,30/5,-,DI,1.5,18-24,-1.0204552349104552,0,3.0,5,0.0,4.147381992494747,0.15990101365821158,-1.0985884759488163,-0.9634605774365623,False,-1.0204552349104552,,,,-0.9548941820575282,-0.9531733278685778,-1.0647362215420566
30/5m c=- DI        3R all,30/5,-,DI,3.0,all,-0.7909337103315357,0,4.0,9,0.1111111111111111,6.1625575194957865,0.28782182458478084,-1.0403650946087732,-0.3516496908479761,False,-0.7909337103315357,,,-0.9558458734880342,-0.9597279497295774,-0.3525794615550247,-1.0362727962752838
30/5m c=- DI        3R 18-24,30/5,-,DI,3.0,18-24,-1.0204552349104552,0,3.0,5,0.0,4.147381992494747,0.15990101365821158,-1.0989326467866063,-0.9634605774365623,False,-1.0204552349104552,,,,-0.9548941820575282,-0.9531733278685778,-1.0647362215420566
30/5m c=- DI+A25    1R all,30/5,-,DI+A25,1.0,all,-1.0496288902612014,0,2.0,3,0.0,2.19304079729557,0.09594060819492695,-1.1733641272899666,-0.9558458734880343,False,-1.0496288902612014,,,-0.9558458734880342,,,-1.096520398647785
30/5m c=- DI+A25    1R 18-24,30/5,-,DI+A25,1.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- DI+A25    1.5R all,30/5,-,DI+A25,1.5,all,-1.0496288902612014,0,2.0,3,0.0,2.19304079729557,0.09594060819492695,-1.1733641272899666,-0.9558458734880343,False,-1.0496288902612014,,,-0.9558458734880342,,,-1.096520398647785
30/5m c=- DI+A25    1.5R 18-24,30/5,-,DI+A25,1.5,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- DI+A25    3R all,30/5,-,DI+A25,3.0,all,-1.0496288902612014,0,2.0,3,0.0,2.19304079729557,0.09594060819492695,-1.1733641272899666,-0.9558458734880343,False,-1.0496288902612014,,,-0.9558458734880342,,,-1.096520398647785
30/5m c=- DI+A25    3R 18-24,30/5,-,DI+A25,3.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST        1R all,30/5,-,ST,1.0,all,-0.3006850629488447,0,3.0,8,0.375,2.600010011770737,0.2558416218531385,-0.8773348242993994,0.3856585882612341,False,-0.3006850629488447,,,,-0.6695157166250004,-0.005703511661228844,-0.34491155272865986
30/5m c=- ST        1R 18-24,30/5,-,ST,1.0,18-24,-0.6213836143718098,0,2.0,5,0.2,3.312854603361486,0.15990101365821158,-1.1121220784504027,0.15669538009346906,False,-0.6213836143718098,,,,-0.6695157166250004,,-0.609350588808512
30/5m c=- ST        1.5R all,30/5,-,ST,1.5,all,-0.14107795363562325,1,3.0,8,0.375,2.3093166847310584,0.2558416218531385,-0.8029346069119458,0.6862836223274181,False,-0.14107795363562325,,,,-0.6695157166250004,0.23726453159496863,-0.1867273951299846
30/5m c=- ST        1.5R 18-24,30/5,-,ST,1.5,18-24,-0.5213381221810701,0,2.0,5,0.2,3.312854603361486,0.15990101365821158,-1.1212065073434736,0.4570996082718069,False,-0.5213381221810701,,,,-0.6695157166250004,,-0.48429372357008754
30/5m c=- ST        3R all,30/5,-,ST,3.0,all,-0.37320982027388416,0,3.0,8,0.25,5.042087063988721,0.2558416218531385,-1.1957075632998158,0.6901328310092264,False,-0.37320982027388416,,,,-0.6695157166250004,-0.05228252839824821,-0.44231955775391524
30/5m c=- ST        3R 18-24,30/5,-,ST,3.0,18-24,-0.23037620895346828,0,2.0,5,0.2,3.312854603361486,0.15990101365821158,-1.1212065073434736,1.3297175963484935,False,-0.23037620895346828,,,,-0.6695157166250004,,-0.12059133203558525
30/5m c=- ST+A25    1R all,30/5,-,ST+A25,1.0,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+A25    1R 18-24,30/5,-,ST+A25,1.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+A25    1.5R all,30/5,-,ST+A25,1.5,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+A25    1.5R 18-24,30/5,-,ST+A25,1.5,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+A25    3R all,30/5,-,ST+A25,3.0,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+A25    3R 18-24,30/5,-,ST+A25,3.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI     1R all,30/5,-,ST+DI,1.0,all,-0.551111955154507,0,2.0,4,0.25,2.19304079729557,0.12792081092656926,-1.1330859071569834,0.4957140000752811,False,-0.551111955154507,,,,,-0.005703511661228844,-1.096520398647785
30/5m c=- ST+DI     1R 18-24,30/5,-,ST+DI,1.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI     1.5R all,30/5,-,ST+DI,1.5,all,-0.42962793352640827,1,2.0,4,0.25,2.19304079729557,0.12792081092656926,-1.1330859071569832,0.860166064959577,False,-0.42962793352640827,,,,,0.23726453159496852,-1.096520398647785
30/5m c=- ST+DI     1.5R 18-24,30/5,-,ST+DI,1.5,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI     3R all,30/5,-,ST+DI,3.0,all,-0.5744014635230167,0,2.0,4,0.25,2.1930407972955703,0.12792081092656926,-1.1330859071569832,0.4258454749697519,False,-0.5744014635230167,,,,,-0.05228252839824826,-1.096520398647785
30/5m c=- ST+DI     3R 18-24,30/5,-,ST+DI,3.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 1R all,30/5,-,ST+DI+A25,1.0,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 1R 18-24,30/5,-,ST+DI+A25,1.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 1.5R all,30/5,-,ST+DI+A25,1.5,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 1.5R 18-24,30/5,-,ST+DI+A25,1.5,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 3R all,30/5,-,ST+DI+A25,3.0,all,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
30/5m c=- ST+DI+A25 3R 18-24,30/5,-,ST+DI+A25,3.0,18-24,-1.096520398647785,0,1.0,2,0.0,1.0196766700056032,0.06396040546328463,-1.1733641272899666,-1.0196766700056035,False,-1.096520398647785,,,,,,-1.096520398647785
60/15m c=x none      1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x none      1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x none      1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x none      1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x none      3R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x none      3R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x A25       1R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x A25       1R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x A25       1.5R all,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x A25       1.5R 18-24,,,,,,,0,,0,,,,,,,,,,,,,
60/15m c=x A25       3R all,,,,,,,0,,0,,,,,,,,,,,,,
