symbol,family,timeframe_min,confirm_min,spec_hash,bars,signals,status,trades,trades_per_day,days,rej_cost,rej_cooldown,initial_capital,total_pnl,final_equity,return_pct,max_dd_pct,total_fees,total_funding,optimistic_pnl,gross_win,gross_loss,avg_win,avg_loss,best_trade,worst_trade,profit_factor,win_rate,net_r,net_r_lo,net_r_hi,gross_r,cost_r,bars_held,median_r_bps,avg_leverage,ambiguous_pct,stop_mult,hold_hours
AKEUSD,atr_arm,15,5,10d320454352,2002,202.0,ok,28.0,1.3426573426573425,20.854166666666668,0.0,21.0,10000.0,-411.52636827243396,9588.473631727564,-4.11526368272434,4.5550761628456895,60.988457264,6.332911008433502,-257.0225233120036,658.4992936464046,-1070.0256619188383,94.07132766377208,-50.95360294851611,96.16633225199993,-56.67901575340664,0.6154051412800153,0.25,-0.30003838718829073,-0.742216397868179,0.23985318055070803,-0.249846335217964,0.05019205197032672,19.678571428571427,368.3419882308987,0.15698308649831486,3.571428571428571,2.0,24
AKEUSD,atr_arm,15,5,10d320454352,2002,202.0,ok,28.0,1.3426573426573425,20.854166666666668,0.0,21.0,10000.0,-411.52636827243396,9588.473631727564,-4.11526368272434,4.5550761628456895,60.988457264,6.332911008433502,-257.0225233120036,658.4992936464046,-1070.0256619188383,94.07132766377208,-50.95360294851611,96.16633225199993,-56.67901575340664,0.6154051412800153,0.25,-0.30003838718829073,-0.742216397868179,0.23985318055070803,-0.249846335217964,0.05019205197032672,19.678571428571427,368.3419882308987,0.15698308649831486,3.571428571428571,2.0,168
AKEUSD,atr_arm,15,5,10d320454352,2002,202.0,ok,28.0,1.3426573426573425,20.854166666666668,0.0,21.0,10000.0,-411.52636827243396,9588.473631727564,-4.11526368272434,4.5550761628456895,60.988457264,6.332911008433502,-257.0225233120036,658.4992936464046,-1070.0256619188383,94.07132766377208,-50.95360294851611,96.16633225199993,-56.67901575340664,0.6154051412800153,0.25,-0.30003838718829073,-0.742216397868179,0.23985318055070803,-0.249846335217964,0.05019205197032672,19.678571428571427,368.3419882308987,0.15698308649831486,3.571428571428571,2.0,720
AKEUSD,atr_arm,15,5,ef3fa61dd9e9,2002,96.0,ok,8.0,0.3836163836163836,20.854166666666668,0.0,1.0,10000.0,-192.12499986637476,9807.875000133621,-1.9212499986637477,2.3771143254150044,13.81516907,1.0828307963742003,-191.04216907000227,115.71042282418489,-307.83542269055965,57.855211412092444,-51.305903781759945,95.83300979471379,-52.661567311514744,0.37588404158574884,0.25,-0.4939303432891065,-1.0634626747459843,0.2672952308633648,-0.4563361118504372,0.03759423143866927,41.625,416.23911307831804,0.11737365860682505,0.0,4.0,24
AKEUSD,atr_arm,15,5,ef3fa61dd9e9,2002,96.0,ok,7.0,0.3356643356643356,20.854166666666668,0.0,1.0,10000.0,-201.02274082473207,9798.977259175264,-2.0102274082473204,2.4660917349985723,11.94801197,-6.482271145268501,-207.50501197000085,95.83300979471379,-296.85575061944587,95.83300979471379,-49.47595843657431,95.83300979471379,-52.661567311514744,0.32282685982919324,0.14285714285714285,-0.5879693584736769,-1.063041587326454,0.28148697205028744,-0.550754392193232,0.03721496628044501,61.0,417.54523611043,0.11636619347822243,0.0,4.0,168
AKEUSD,atr_arm,15,5,ef3fa61dd9e9,2002,96.0,ok,7.0,0.3356643356643356,20.854166666666668,0.0,1.0,10000.0,-201.02274082473207,9798.977259175264,-2.0102274082473204,2.4660917349985723,11.94801197,-6.482271145268501,-207.50501197000085,95.83300979471379,-296.85575061944587,95.83300979471379,-49.47595843657431,95.83300979471379,-52.661567311514744,0.32282685982919324,0.14285714285714285,-0.5879693584736769,-1.063041587326454,0.28148697205028744,-0.550754392193232,0.03721496628044501,61.0,417.54523611043,0.11636619347822243,0.0,4.0,720
AKEUSD,atr_arm,15,5,fb6e4c240971,2002,5.0,ok,0.0,0.0,20.854166666666668,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,8.0,24
AKEUSD,atr_arm,15,5,fb6e4c240971,2002,5.0,ok,0.0,0.0,20.854166666666668,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,8.0,168
AKEUSD,atr_arm,15,5,fb6e4c240971,2002,5.0,ok,0.0,0.0,20.854166666666668,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,8.0,720
AKEUSD,atr_arm,15,5,e0caa36aed80,2002,0.0,ok,0.0,0.0,20.854166666666668,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,12.0,24
