label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
A|N5|15m|oneshot|ETHUSD,337,ETHUSD,A,5,15,15,oneshot,primary,A|N5|15m|oneshot,train,280.0,1,0.3709,0.1217,-1.0962,-1.0,0.2164,0.0734,0.00585,0.2956,-0.174,41.0,-58.6,0.79,1.194,67.8,0.9398,2.43,100.0,37.4,62.6,0.0,254.0,0.96,0.6588,0.5163,0.3709,5.0,75.0,120.0,1.5,-1.395,8.0,1.074,1.585,-1.646,-0.0208,0.2552,-0.3713,0.002
A|N5|15m|oneshot|SOLUSD,324,SOLUSD,A,5,15,15,oneshot,primary,A|N5|15m|oneshot,train,324.0,1,0.321,-0.0093,-1.0861,-1.0,0.1988,0.0674,0.00366,0.2698,-0.2791,-3.0,-90.4,0.675,0.986,99.3,1.1606,,100.0,33.0,67.0,0.0,211.5,0.92,0.6481,0.5,0.3272,5.0,75.0,90.0,1.55,-1.392,7.0,0.996,-0.116,-3.32,-0.1574,0.1481,-0.4503,-0.1142
A|N5|15m|oneshot|XRPUSD,355,XRPUSD,A,5,15,15,oneshot,primary,A|N5|15m|oneshot,train,348.1,1,0.3268,-0.0197,-1.1001,-1.0,0.2442,0.0828,0.00061,0.3276,-0.3473,-7.0,-123.3,0.629,0.971,130.5,1.0432,,100.0,32.7,67.3,0.8,227.0,1.01,0.6648,0.5155,0.3268,5.0,75.0,105.0,1.482,-1.63,8.0,1.089,-0.257,-3.754,-0.1718,0.1324,-0.5268,-0.1763
A|N5|15m|level|BTCUSD,412,BTCUSD,A,5,15,15,level,primary,A|N5|15m|level,train,412.0,1,0.2937,-0.017,-1.1886,-1.0,1.2849,0.4356,0.00661,1.7271,-1.7441,-7.0,-718.6,0.211,0.975,728.6,0.4798,,100.0,32.8,67.2,1.5,134.0,1.17,0.6359,0.4854,0.3252,5.0,75.0,180.0,1.231,-1.484,7.0,1.024,-0.265,-3.589,-0.1408,0.1068,-2.8066,-0.9847
A|N5|15m|level|ETHUSD,482,ETHUSD,A,5,15,15,level,primary,A|N5|15m|level,train,482.0,1,0.3465,0.1079,-1.0923,-1.0,0.8182,0.2774,0.00514,1.1008,-0.9929,52.0,-478.6,0.375,1.171,486.5,0.8323,10.203,100.0,36.9,63.1,1.9,167.5,1.37,0.6494,0.4979,0.3672,5.0,75.0,165.0,1.343,-1.523,7.0,1.09,1.587,-2.925,-0.0228,0.2448,-1.7484,-0.4257
A|N5|15m|level|SOLUSD,513,SOLUSD,A,5,15,15,level,primary,A|N5|15m|level,train,513.0,1,0.3392,0.0702,-1.0866,-1.0,0.4838,0.164,0.00285,0.6507,-0.5805,36.0,-297.8,0.495,1.109,308.8,0.9247,9.272,100.0,35.7,64.3,1.2,100.0,1.46,0.6374,0.5127,0.3528,5.0,75.0,180.0,1.126,-1.523,7.0,1.112,1.097,-5.165,-0.0585,0.193,-0.7988,-0.3478
A|N5|15m|level|XRPUSD,540,XRPUSD,A,5,15,15,level,primary,A|N5|15m|level,train,540.0,1,0.3019,-0.0333,-1.108,-1.0,0.6111,0.2072,-0.00015,0.8181,-0.8514,-18.0,-459.8,0.374,0.951,465.9,0.772,,100.0,32.2,67.8,1.9,115.0,1.54,0.6407,0.4907,0.3222,5.0,75.0,180.0,1.364,-1.805,8.0,1.011,-0.565,-5.568,-0.1444,0.0778,-1.1602,-0.5679
A|N5|60m|oneshot|BTCUSD,84,BTCUSD,A,5,60,60,oneshot,primary,A|N5|60m|oneshot,train,83.0,1,0.2976,-0.1071,-1.0856,-1.0,0.2279,0.0773,0.00774,0.3129,-0.4201,-9.0,-35.3,0.556,0.847,38.7,1.0816,,100.0,29.8,70.2,0.0,911.0,0.24,0.6905,0.4881,0.2976,5.0,300.0,390.0,1.597,-1.371,8.5,0.972,-0.808,-2.796,-0.3571,0.1786,-0.7148,-0.1351
A|N5|60m|oneshot|ETHUSD,93,ETHUSD,A,5,60,60,oneshot,primary,A|N5|60m|oneshot,train,93.0,1,0.3226,-0.0323,-1.0523,-1.0,0.0972,0.0329,0.00631,0.1365,-0.1687,-3.0,-15.7,0.778,0.952,14.6,1.9454,,100.0,32.3,67.7,0.0,785.0,0.27,0.5914,0.4516,0.3226,5.0,300.0,360.0,1.401,-1.37,6.0,0.815,-0.269,-1.424,-0.2581,0.1935,-0.3953,0.0692
A|N5|60m|oneshot|SOLUSD,88,SOLUSD,A,5,60,60,oneshot,primary,A|N5|60m|oneshot,train,87.0,1,0.4432,0.3295,-1.0353,-1.0,0.1062,0.036,0.00343,0.1456,0.1839,29.0,16.2,1.287,1.592,10.1,2.0808,0.442,100.0,44.3,55.7,0.0,500.0,0.25,0.7045,0.5568,0.4432,5.0,300.0,360.0,1.499,-1.864,7.0,1.205,2.056,1.139,0.0227,0.6364,-0.1253,0.5074
A|N5|60m|oneshot|XRPUSD,85,XRPUSD,A,5,60,60,oneshot,primary,A|N5|60m|oneshot,train,85.0,1,0.3059,-0.0824,-1.0616,-1.0,0.101,0.0342,0.00447,0.1397,-0.2221,-7.0,-18.9,0.72,0.881,20.7,1.9718,,100.0,30.6,69.4,0.0,664.0,0.25,0.6588,0.4471,0.3059,5.0,300.0,360.0,1.332,-1.862,7.0,0.84,-0.681,-1.796,-0.3294,0.1647,-0.4489,0.0294
A|N5|60m|level|BTCUSD,136,BTCUSD,A,5,60,60,level,primary,A|N5|60m|level,train,106.1,1,0.3162,0.0147,-1.0849,-1.0,2.4591,0.8336,-0.01227,3.2804,-3.2657,2.0,-444.1,0.133,1.022,447.7,0.7904,223.069,100.0,33.8,66.2,0.7,417.5,0.39,0.6618,0.4853,0.3309,5.0,300.0,720.0,1.52,-1.704,6.0,1.046,0.143,-1.828,-0.1618,0.1912,-6.9091,-0.7131
A|N5|60m|level|ETHUSD,188,ETHUSD,A,5,60,60,level,primary,A|N5|60m|level,train,188.0,1,0.2872,-0.1064,-1.0753,-1.0,0.3143,0.1065,0.00929,0.4301,-0.5365,-20.0,-100.9,0.488,0.848,99.8,1.2002,,100.0,29.8,70.2,0.5,331.5,0.54,0.6277,0.4681,0.2979,5.0,300.0,660.0,1.448,-1.945,7.0,0.899,-1.183,-4.046,-0.2819,0.0691,-0.8003,-0.2802
A|N5|60m|level|SOLUSD,168,SOLUSD,A,5,60,60,level,primary,A|N5|60m|level,train,168.0,1,0.3869,0.1607,-1.0495,-1.0,0.2954,0.1001,0.00585,0.4014,-0.2407,27.0,-40.4,0.739,1.262,51.3,1.6302,2.497,100.0,38.7,61.3,1.2,333.5,0.48,0.6667,0.5179,0.3869,5.0,300.0,570.0,1.672,-2.039,6.0,1.158,1.313,-1.357,-0.0893,0.3929,-0.6324,0.0708
A|N5|60m|level|XRPUSD,178,XRPUSD,A,5,60,60,level,primary,A|N5|60m|level,train,178.0,1,0.2753,-0.1236,-1.0831,-1.0,0.4646,0.1575,0.00439,0.6265,-0.7501,-22.0,-133.5,0.393,0.825,135.8,1.2267,,100.0,29.2,70.8,1.1,212.5,0.52,0.6011,0.4213,0.2921,5.0,300.0,600.0,1.571,-2.233,6.5,0.772,-1.424,-4.968,-0.2921,0.0449,-1.0547,-0.4708
A|N8|5m|oneshot|BTCUSD,494,BTCUSD,A,8,5,5,oneshot,primary,A|N8|5m|oneshot,train,494.0,1,0.3603,0.1356,-1.2083,-1.0,0.9332,0.3163,0.0055,1.255,-1.1194,67.0,-553.0,0.33,1.218,565.6,0.4177,9.253,100.0,37.9,62.1,0.4,111.0,1.4,0.6741,0.5283,0.3785,8.0,40.0,65.0,1.94,-2.053,12.0,1.13,1.967,-2.455,0.002,0.2692,-2.1524,-0.4441
A|N8|5m|oneshot|ETHUSD,659,ETHUSD,A,8,5,5,oneshot,primary,A|N8|5m|oneshot,train,652.7,1,0.3369,0.0243,-1.1462,-1.0,0.2992,0.1014,0.0033,0.404,-0.3797,16.0,-250.2,0.597,1.037,258.0,0.6501,16.638,100.0,34.1,65.9,0.0,100.0,1.87,0.6555,0.5068,0.3399,8.0,40.0,55.0,2.068,-2.023,12.0,1.018,0.382,-5.409,-0.0942,0.1426,-0.5191,-0.2408
A|N8|5m|oneshot|SOLUSD,697,SOLUSD,A,8,5,5,oneshot,primary,A|N8|5m|oneshot,train,697.0,1,0.34,0.0416,-1.115,-1.0,0.3286,0.1114,0.00292,0.4429,-0.4013,29.0,-279.7,0.594,1.064,234.2,0.7591,10.645,100.0,34.7,65.3,0.1,96.0,1.98,0.6786,0.4892,0.3458,8.0,40.0,55.0,1.971,-1.996,12.0,0.954,0.73,-3.899,-0.0703,0.1493,-0.6185,-0.2154
A|N8|5m|oneshot|XRPUSD,642,XRPUSD,A,8,5,5,oneshot,primary,A|N8|5m|oneshot,train,642.0,1,0.3255,-0.0,-1.1308,-1.0,0.3339,0.1132,-0.00637,0.4407,-0.4407,-0.0,-282.9,0.555,1.0,289.3,0.7202,,100.0,33.3,66.7,0.2,91.0,1.82,0.6417,0.4751,0.3333,8.0,40.0,45.0,2.02,-2.05,12.0,0.923,-0.0,-6.075,-0.1215,0.1215,-0.5843,-0.2974
A|N8|5m|level|BTCUSD,745,BTCUSD,A,8,5,5,level,primary,A|N8|5m|level,train,745.0,1,0.2953,0.0389,-1.2568,-1.0,1.7441,0.5912,-0.00867,2.3267,-2.2878,29.0,-1704.4,0.161,1.06,1713.0,0.3268,59.772,100.0,34.6,65.4,2.0,53.0,2.12,0.6201,0.4832,0.3463,8.0,40.0,95.0,1.592,-2.346,11.0,1.049,0.718,-6.242,-0.0658,0.1477,-3.0878,-1.6565
A|N8|5m|level|ETHUSD,945,ETHUSD,A,8,5,5,level,primary,A|N8|5m|level,train,945.0,1,0.2952,-0.0032,-1.1645,-1.0,1.2624,0.4279,0.00354,1.6938,-1.697,-3.0,-1603.7,0.218,0.995,1614.0,0.5346,,100.0,33.2,66.8,2.1,51.0,2.69,0.6233,0.4847,0.3312,8.0,40.0,95.0,1.441,-2.326,10.0,1.039,-0.066,-5.433,-0.0985,0.0921,-2.3963,-1.1676
A|N8|5m|level|SOLUSD,1044,SOLUSD,A,8,5,5,level,primary,A|N8|5m|level,train,1044.0,1,0.3094,0.0201,-1.1331,-1.0,2.0037,0.6792,0.00201,2.685,-2.6649,21.0,-2782.1,0.158,1.03,2730.1,0.581,133.482,100.0,34.0,66.0,3.1,49.5,2.97,0.613,0.4646,0.3381,8.0,40.0,90.0,1.645,-2.344,11.0,1.051,0.463,-3.645,-0.0603,0.1092,-4.2928,-1.4523
A|N8|5m|level|XRPUSD,992,XRPUSD,A,8,5,5,level,primary,A|N8|5m|level,train,879.4,1,0.2913,-0.0232,-1.1619,-1.0,1.0058,0.341,-0.00057,1.3462,-1.3694,-23.0,-1358.4,0.248,0.966,1360.9,0.4709,,100.0,32.6,67.4,2.4,38.5,2.81,0.6079,0.4677,0.3256,8.0,40.0,100.0,1.679,-2.517,11.0,1.0,-0.481,-8.325,-0.1109,0.0616,-1.6762,-1.0777
A|N8|15m|oneshot|BTCUSD,186,BTCUSD,A,8,15,15,oneshot,primary,A|N8|15m|oneshot,train,186.0,1,0.3548,0.0645,-1.1312,-1.0,0.2348,0.0796,0.01184,0.3262,-0.2617,12.0,-48.7,0.694,1.1,57.1,0.7229,5.056,100.0,35.5,64.5,0.0,391.5,0.53,0.6882,0.5376,0.3548,8.0,120.0,180.0,2.325,-1.721,12.0,1.107,0.666,-2.509,-0.1129,0.2581,-0.4697,-0.0639
A|N8|15m|oneshot|ETHUSD,251,ETHUSD,A,8,15,15,oneshot,primary,A|N8|15m|oneshot,train,251.0,1,0.3665,0.0996,-1.0823,-1.0,0.2006,0.068,0.00346,0.272,-0.1724,25.0,-43.3,0.792,1.157,54.7,1.0977,2.731,100.0,36.7,63.3,0.8,342.0,0.71,0.7211,0.5418,0.3625,8.0,120.0,135.0,1.934,-1.81,10.0,1.154,0.98,-1.549,-0.0916,0.3028,-0.3955,0.0406
A|N8|15m|oneshot|SOLUSD,223,SOLUSD,A,8,15,15,oneshot,primary,A|N8|15m|oneshot,train,222.5,1,0.3453,0.0359,-1.0788,-1.0,0.1387,0.047,0.00473,0.1905,-0.1546,8.0,-34.5,0.801,1.055,39.1,1.2695,5.309,100.0,34.5,65.5,0.0,264.0,0.64,0.7534,0.5336,0.3453,8.0,120.0,135.0,1.709,-1.587,11.0,1.086,0.402,-1.768,-0.1525,0.1976,-0.3267,0.012
A|N8|15m|oneshot|XRPUSD,234,XRPUSD,A,8,15,15,oneshot,primary,A|N8|15m|oneshot,train,234.0,1,0.3547,0.0769,-1.0723,-1.0,0.1495,0.0507,0.00031,0.2005,-0.1236,18.0,-28.9,0.838,1.12,34.7,1.2407,2.606,100.0,35.9,64.1,0.0,280.5,0.67,0.6453,0.4744,0.359,8.0,120.0,135.0,1.793,-1.932,10.5,0.947,0.904,-1.451,-0.0897,0.2436,-0.2854,0.0483
A|N8|15m|level|BTCUSD,294,BTCUSD,A,8,15,15,level,primary,A|N8|15m|level,train,294.0,1,0.3027,0.0816,-1.1758,-1.0,1.2345,0.4185,0.01166,1.6647,-1.583,24.0,-465.4,0.231,1.128,472.9,0.4251,20.392,100.0,36.1,63.9,1.7,140.5,0.84,0.6599,0.534,0.3605,8.0,120.0,285.0,2.017,-2.205,11.0,1.132,0.873,-4.249,-0.102,0.2653,-2.4194,-0.9483
A|N8|15m|level|ETHUSD,447,ETHUSD,A,8,15,15,level,primary,A|N8|15m|level,train,447.0,1,0.3199,0.0134,-1.105,-1.0,0.9177,0.3111,0.00425,1.233,-1.2196,6.0,-545.1,0.303,1.02,551.1,0.7253,91.858,100.0,33.8,66.2,2.9,108.0,1.27,0.6488,0.5056,0.3356,8.0,120.0,240.0,1.712,-2.125,10.0,1.111,0.205,-3.58,-0.1208,0.1477,-1.9884,-0.6758
A|N8|15m|level|SOLUSD,430,SOLUSD,A,8,15,15,level,primary,A|N8|15m|level,train,430.0,1,0.3209,0.0186,-1.0959,-1.0,0.7087,0.2402,0.00366,0.9526,-0.934,8.0,-401.6,0.362,1.028,407.9,0.8298,51.202,100.0,34.0,66.0,1.4,99.0,1.22,0.6558,0.5093,0.3395,8.0,120.0,270.0,1.622,-2.313,12.0,1.105,0.279,-4.933,-0.114,0.1512,-1.3557,-0.6069
A|N8|15m|level|XRPUSD,406,XRPUSD,A,8,15,15,level,primary,A|N8|15m|level,train,362.3,1,0.2882,-0.069,-1.1087,-1.0,0.8204,0.2781,0.0003,1.0987,-1.1677,-28.0,-474.1,0.293,0.9,478.0,0.818,,100.0,31.0,69.0,2.7,93.0,1.16,0.5862,0.4212,0.3103,8.0,120.0,255.0,1.51,-2.342,10.0,0.886,-1.051,-4.134,-0.1946,0.0567,-1.7163,-0.7072
A|N8|60m|oneshot|BTCUSD,59,BTCUSD,A,8,60,60,oneshot,primary,A|N8|60m|oneshot,train,59.0,1,0.2881,-0.1356,-1.0982,-1.0,0.1984,0.0673,-0.00991,0.2558,-0.3913,-8.0,-23.1,0.567,0.81,25.8,1.2881,,100.0,28.8,71.2,0.0,917.0,0.17,0.5763,0.4068,0.2881,8.0,480.0,540.0,2.258,-1.83,10.0,0.603,-1.004,-2.711,-0.3898,0.1186,-0.683,-0.1077
A|N8|60m|oneshot|ETHUSD,54,ETHUSD,A,8,60,60,oneshot,primary,A|N8|60m|oneshot,train,54.0,1,0.3889,0.1667,-1.0545,-1.0,0.0918,0.0311,0.00895,0.1319,0.0348,9.0,1.9,1.05,1.273,9.3,1.7969,0.791,100.0,38.9,61.1,0.0,1015.5,0.16,0.7037,0.5741,0.3889,8.0,480.0,600.0,1.997,-2.174,12.0,1.263,1.18,0.235,-0.1111,0.4444,-0.2562,0.3245
A|N8|60m|oneshot|SOLUSD,56,SOLUSD,A,8,60,60,oneshot,primary,A|N8|60m|oneshot,train,56.0,1,0.3214,-0.0357,-1.0586,-1.0,0.0971,0.0329,0.00507,0.135,-0.1707,-2.0,-9.6,0.78,0.947,14.2,2.41,,100.0,32.1,67.9,0.0,1065.0,0.18,0.6786,0.5179,0.3214,8.0,480.0,540.0,2.023,-2.493,13.0,1.04,-0.267,-1.22,-0.3036,0.2321,-0.4444,0.1013
A|N8|60m|oneshot|XRPUSD,60,XRPUSD,A,8,60,60,oneshot,primary,A|N8|60m|oneshot,train,60.0,1,0.3167,-0.05,-1.0612,-1.0,0.2071,0.0702,0.00284,0.2801,-0.3301,-3.0,-19.8,0.64,0.927,25.7,1.727,,100.0,31.7,68.3,0.0,775.5,0.17,0.65,0.55,0.3167,8.0,480.0,600.0,1.545,-2.353,9.5,1.095,-0.311,-1.588,-0.35,0.3,-0.756,0.0632
A|N8|60m|level|BTCUSD,110,BTCUSD,A,8,60,60,level,primary,A|N8|60m|level,train,110.0,1,0.3455,0.0364,-1.0973,-1.0,0.6401,0.217,-0.00175,0.8554,-0.819,4.0,-90.1,0.406,1.056,94.6,0.7956,23.523,100.0,34.5,65.5,0.0,376.5,0.32,0.6091,0.5,0.3455,8.0,480.0,960.0,1.74,-2.489,11.0,1.091,0.351,-3.413,-0.1545,0.2273,-1.3116,-0.3685
A|N8|60m|level|ETHUSD,123,ETHUSD,A,8,60,60,level,primary,A|N8|60m|level,train,123.0,1,0.3415,0.0488,-1.0601,-1.0,0.3892,0.1319,0.01541,0.5366,-0.4878,6.0,-60.0,0.539,1.075,72.6,1.1892,11.0,100.0,35.0,65.0,0.8,332.0,0.36,0.7154,0.5691,0.3496,8.0,480.0,1200.0,1.429,-3.087,13.0,1.244,0.369,-2.111,-0.2195,0.2927,-0.9457,-0.0476
A|N8|60m|level|SOLUSD,141,SOLUSD,A,8,60,60,level,primary,A|N8|60m|level,train,141.0,1,0.3121,0.0,-1.0599,-1.0,0.7077,0.2399,0.01111,0.9587,-0.9587,0.0,-135.2,0.363,1.0,136.7,1.4559,3.043819496654506e+16,100.0,33.3,66.7,0.7,221.0,0.42,0.6312,0.4823,0.3333,8.0,480.0,1020.0,1.741,-2.969,12.0,1.068,0.0,-2.428,-0.234,0.2128,-1.8517,-0.3419
A|N8|60m|level|XRPUSD,152,XRPUSD,A,8,60,60,level,primary,A|N8|60m|level,train,152.0,1,0.3421,0.0461,-1.0612,-1.0,0.3681,0.1248,0.00548,0.4984,-0.4523,7.0,-68.8,0.572,1.071,69.3,1.2838,10.822,100.0,34.9,65.1,1.3,337.5,0.44,0.6579,0.5197,0.3487,8.0,480.0,960.0,1.634,-2.555,12.0,1.073,0.424,-2.692,-0.1711,0.2632,-0.7849,-0.1457
B|N2|5m|oneshot|BTCUSD,2076,BTCUSD,B,2,5,5,oneshot,primary,B|N2|5m|oneshot,train,2076.0,1,0.2818,0.0014,-1.4975,-1.0,1.426,0.4834,-0.00411,1.9053,-1.9039,3.0,-3952.4,0.152,1.002,3951.7,0.1924,1318.482,0.0,33.4,66.6,0.4,26.0,5.92,0.631,0.4822,0.3338,2.0,10.0,15.0,1.184,-1.101,3.0,0.962,0.046,-8.974,-0.0592,0.0621,-2.3846,-1.5515
B|N2|5m|oneshot|ETHUSD,2104,ETHUSD,B,2,5,5,oneshot,primary,B|N2|5m|oneshot,train,2104.0,1,0.3313,0.0822,-1.2658,-1.0,0.7158,0.2426,-0.00205,0.9563,-0.8741,173.0,-1839.1,0.353,1.129,1838.4,0.3347,11.631,0.0,36.1,63.9,0.4,29.0,5.96,0.6697,0.5176,0.3607,2.0,10.0,20.0,1.054,-1.129,3.0,1.116,2.574,-9.311,0.0209,0.145,-1.0827,-0.7128
B|N2|5m|oneshot|SOLUSD,2181,SOLUSD,B,2,5,5,oneshot,primary,B|N2|5m|oneshot,train,2181.0,1,0.3269,0.0385,-1.2296,-1.0,0.7981,0.2706,-0.00138,1.0673,-1.0288,84.0,-2243.8,0.329,1.059,2245.7,0.4073,27.712,0.0,34.6,65.4,0.6,27.0,6.18,0.6465,0.5076,0.3462,2.0,10.0,15.0,1.065,-1.065,3.0,1.071,1.308,-5.233,-0.0193,0.0977,-1.4591,-0.6982
B|N2|5m|oneshot|XRPUSD,2140,XRPUSD,B,2,5,5,oneshot,primary,B|N2|5m|oneshot,train,2122.8,1,0.328,0.0486,-1.2427,-1.0,0.5997,0.2033,-0.00017,0.8028,-0.7542,104.0,-1614.0,0.393,1.075,1613.5,0.3754,16.519,0.0,35.0,65.0,0.3,31.0,6.07,0.671,0.5178,0.3495,2.0,10.0,15.0,1.143,-1.08,3.0,1.097,1.483,-12.67,-0.0117,0.1145,-0.8767,-0.6426
B|N2|5m|level|BTCUSD,2374,BTCUSD,B,2,5,5,level,primary,B|N2|5m|level,train,2374.0,1,0.2515,-0.0118,-1.5256,-1.0,2.8114,0.953,-0.00325,3.7611,-3.7729,-28.0,-8956.9,0.077,0.982,8955.5,0.1801,,0.0,32.9,67.1,1.5,21.0,6.77,0.6222,0.4747,0.3294,2.0,10.0,30.0,1.11,-1.1,3.0,0.994,-0.392,-8.985,-0.0712,0.0476,-4.6742,-3.0109
B|N2|5m|level|ETHUSD,2277,ETHUSD,B,2,5,5,level,primary,B|N2|5m|level,train,2192.2,1,0.3026,0.029,-1.2615,-1.0,1.1757,0.3986,-0.00195,1.5723,-1.5433,66.0,-3514.2,0.222,1.044,3512.8,0.3306,54.245,0.0,34.3,65.7,1.3,27.0,6.45,0.6495,0.4945,0.343,2.0,10.0,25.0,0.983,-1.084,3.0,1.077,0.971,-9.57,-0.029,0.0843,-1.8745,-1.2497
B|N2|5m|level|SOLUSD,2441,SOLUSD,B,2,5,5,level,primary,B|N2|5m|level,train,2441.0,1,0.3081,0.0213,-1.2209,-1.0,1.4138,0.4793,-0.00139,1.8917,-1.8704,52.0,-4565.5,0.201,1.032,4566.2,0.396,88.799,0.0,34.0,66.0,1.8,26.0,6.92,0.6301,0.4912,0.3404,2.0,10.0,25.0,1.012,-1.056,3.0,1.067,0.697,-6.769,-0.0389,0.0766,-2.4346,-1.344
B|N2|5m|level|XRPUSD,2432,XRPUSD,B,2,5,5,level,primary,B|N2|5m|level,train,2104.9,1,0.3141,0.0387,-1.2385,-1.0,1.0175,0.3449,-0.00162,1.3608,-1.3221,94.0,-3215.4,0.26,1.059,3215.7,0.3612,35.207,0.0,34.6,65.4,1.4,27.0,6.89,0.6484,0.5078,0.3462,2.0,10.0,25.0,1.039,-1.072,3.0,1.125,1.238,-12.22,-0.0169,0.0991,-1.5302,-1.1368
B|N2|15m|oneshot|BTCUSD,668,BTCUSD,B,2,15,15,oneshot,primary,B|N2|15m|oneshot,train,668.0,1,0.3293,0.0689,-1.2553,-1.0,0.6837,0.2318,-0.00513,0.9104,-0.8415,46.0,-562.1,0.369,1.107,560.7,0.3321,13.22,0.0,35.6,64.4,0.3,82.0,1.9,0.6722,0.5045,0.3563,2.0,30.0,45.0,1.002,-1.103,3.0,1.069,1.257,-5.831,-0.039,0.1766,-1.1575,-0.5962
B|N2|15m|oneshot|ETHUSD,751,ETHUSD,B,2,15,15,oneshot,primary,B|N2|15m|oneshot,train,751.0,1,0.3409,0.0626,-1.154,-1.0,0.3754,0.1273,-0.00231,0.5004,-0.4378,47.0,-328.8,0.559,1.097,330.3,0.564,7.996,0.0,35.4,64.6,0.1,82.0,2.13,0.6977,0.5326,0.3542,2.0,30.0,45.0,1.05,-1.164,3.0,1.15,1.308,-7.525,-0.0373,0.1585,-0.5504,-0.3279
B|N2|15m|oneshot|SOLUSD,728,SOLUSD,B,2,15,15,oneshot,primary,B|N2|15m|oneshot,train,728.0,1,0.3462,0.0549,-1.1299,-1.0,0.4102,0.139,-0.00257,0.5467,-0.4917,40.0,-358.0,0.545,1.085,358.6,0.6946,9.949,0.0,35.2,64.8,0.4,79.0,2.06,0.6662,0.5027,0.3516,2.0,30.0,45.0,1.085,-1.028,3.0,1.078,1.081,-3.593,-0.044,0.1538,-0.8046,-0.2661
B|N2|15m|oneshot|XRPUSD,770,XRPUSD,B,2,15,15,oneshot,primary,B|N2|15m|oneshot,train,770.0,1,0.3364,0.0286,-1.1479,-1.0,0.3606,0.1222,-0.00241,0.4805,-0.4519,22.0,-348.0,0.556,1.043,349.5,0.6403,16.816,0.0,34.3,65.7,0.3,79.0,2.18,0.6753,0.5195,0.3429,2.0,30.0,45.0,1.114,-1.081,3.0,1.1,0.561,-5.99,-0.0727,0.1221,-0.6053,-0.3125
B|N2|15m|level|BTCUSD,836,BTCUSD,B,2,15,15,level,primary,B|N2|15m|level,train,836.0,1,0.2691,-0.0419,-1.3027,-1.0,1.5277,0.5179,-0.0049,2.0407,-2.0825,-35.0,-1741.0,0.16,0.938,1742.5,0.3087,,0.0,31.9,68.1,1.2,63.0,2.37,0.6304,0.4833,0.3194,2.0,30.0,75.0,0.908,-1.115,3.0,1.023,-0.884,-7.979,-0.1353,0.0514,-2.6294,-1.6112
B|N2|15m|level|ETHUSD,936,ETHUSD,B,2,15,15,level,primary,B|N2|15m|level,train,850.7,1,0.3269,0.0577,-1.1412,-1.0,0.7499,0.2542,-0.00298,1.0011,-0.9435,54.0,-883.1,0.358,1.089,884.6,0.5456,17.353,0.0,35.3,64.7,1.2,77.5,2.66,0.6741,0.5203,0.3526,2.0,30.0,75.0,0.986,-1.129,3.0,1.144,1.214,-5.346,-0.0321,0.1474,-1.3218,-0.6533
B|N2|15m|level|SOLUSD,868,SOLUSD,B,2,15,15,level,primary,B|N2|15m|level,train,868.0,1,0.3283,0.0403,-1.1266,-1.0,0.8729,0.2959,-0.0029,1.1659,-1.1256,35.0,-977.0,0.328,1.062,978.9,0.6867,28.914,0.0,34.7,65.3,0.8,77.5,2.46,0.6694,0.5092,0.3468,2.0,30.0,75.0,0.989,-1.009,3.0,1.112,0.889,-2.889,-0.0495,0.1267,-1.99,-0.5693
B|N2|15m|level|XRPUSD,933,XRPUSD,B,2,15,15,level,primary,B|N2|15m|level,train,933.0,1,0.3323,0.0322,-1.1335,-1.0,0.5599,0.1898,0.00065,0.7504,-0.7182,30.0,-670.1,0.43,1.049,672.8,0.6766,23.336,0.0,34.4,65.6,1.2,69.0,2.65,0.6592,0.507,0.3441,2.0,30.0,75.0,1.024,-1.077,3.0,1.1,0.682,-7.373,-0.0611,0.1254,-0.9181,-0.5342
B|N2|60m|oneshot|BTCUSD,201,BTCUSD,B,2,60,60,oneshot,primary,B|N2|60m|oneshot,train,201.0,1,0.3433,0.0746,-1.119,-1.0,0.3842,0.1302,-0.00231,0.5122,-0.4375,15.0,-87.9,0.564,1.116,86.7,0.6279,6.863,0.0,35.8,64.2,0.0,292.0,0.57,0.6716,0.5473,0.3582,2.0,120.0,180.0,1.024,-1.032,4.0,1.211,0.882,-3.669,-0.0896,0.2388,-0.6739,-0.209
B|N2|60m|oneshot|ETHUSD,205,ETHUSD,B,2,60,60,oneshot,primary,B|N2|60m|oneshot,train,202.8,1,0.4049,0.2146,-1.0598,-1.0,0.1546,0.0524,-0.0031,0.2039,0.0108,44.0,2.2,1.015,1.361,35.9,1.0195,0.95,0.0,40.5,59.5,0.0,266.0,0.58,0.7073,0.5366,0.4049,2.0,120.0,240.0,1.051,-1.084,3.0,1.187,1.974,0.096,0.0098,0.4341,-0.2083,0.2322
