label,trades,symbol,family,swing_n,struct_tf,exec_tf,trigger,grid,candidate,split,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,p_hit_05r,p_hit_1r,p_hit_2r,conf_delay_bars_median,conf_delay_min_median,signal_lag_min_median,disp_atr_median,break_dist_atr_median,bars_between_swings_median,mfe_r_median,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
A|N2|5m|oneshot|BTCUSD,1873,BTCUSD,A,2,5,5,oneshot,primary,A|N2|5m|oneshot,train,1478.3,1,0.283,0.0235,-1.4847,-1.0,1.6251,0.5509,0.00384,2.1798,-2.1563,44.0,-4038.8,0.14,1.036,4035.3,0.2069,92.792,100.0,34.1,65.9,0.6,31.0,5.31,0.6476,0.4949,0.3406,2.0,10.0,15.0,1.166,-1.075,3.0,1.012,0.631,-6.177,-0.0406,0.0876,-2.7897,-1.6047
A|N2|5m|oneshot|ETHUSD,2122,ETHUSD,A,2,5,5,oneshot,primary,A|N2|5m|oneshot,train,2122.0,1,0.3167,0.0108,-1.2901,-1.0,0.7196,0.2439,0.00268,0.9662,-0.9554,23.0,-2027.3,0.326,1.016,2032.3,0.3375,89.143,100.0,33.7,66.3,0.5,32.0,6.01,0.6555,0.4967,0.3369,2.0,10.0,15.0,1.034,-1.053,3.0,1.008,0.357,-10.253,-0.0472,0.073,-1.1592,-0.796
A|N2|5m|oneshot|SOLUSD,2135,SOLUSD,A,2,5,5,oneshot,primary,A|N2|5m|oneshot,train,2135.0,1,0.3237,0.0019,-1.228,-1.0,0.614,0.2081,0.00145,0.8235,-0.8217,4.0,-1754.2,0.371,1.003,1753.5,0.4057,439.559,100.0,33.4,66.6,0.6,28.0,6.05,0.6375,0.4834,0.334,2.0,10.0,15.0,1.049,-1.002,3.0,0.966,0.062,-8.767,-0.06,0.0595,-1.0337,-0.66
A|N2|5m|oneshot|XRPUSD,2036,XRPUSD,A,2,5,5,oneshot,primary,A|N2|5m|oneshot,train,2036.0,1,0.3099,-0.0083,-1.2609,-1.0,0.6455,0.2188,-0.00089,0.8634,-0.8718,-17.0,-1775.0,0.349,0.988,1784.4,0.3734,,100.0,33.1,66.9,0.6,28.0,5.77,0.6336,0.4799,0.3306,2.0,10.0,15.0,1.059,-1.044,3.0,0.965,-0.258,-13.805,-0.0747,0.0535,-1.0014,-0.7524
A|N2|5m|level|BTCUSD,2058,BTCUSD,A,2,5,5,level,primary,A|N2|5m|level,train,2058.0,1,0.259,0.0117,-1.4991,-1.0,2.6901,0.9119,0.00561,3.6076,-3.5959,24.0,-7400.4,0.084,1.018,7400.6,0.1983,309.351,100.0,33.7,66.3,1.9,26.0,5.84,0.6302,0.4966,0.3367,2.0,10.0,25.0,1.042,-1.071,3.0,1.091,0.387,-9.501,-0.0467,0.07,-4.386,-2.9108
A|N2|5m|level|ETHUSD,2397,ETHUSD,A,2,5,5,level,primary,A|N2|5m|level,train,2397.0,1,0.2924,-0.0013,-1.2815,-1.0,1.2432,0.4214,0.00537,1.6699,-1.6712,-3.0,-4005.9,0.204,0.998,4007.0,0.3297,,100.0,33.3,66.7,2.1,28.0,6.79,0.6224,0.4806,0.3329,2.0,10.0,25.0,0.932,-1.034,3.0,1.05,-0.043,-12.634,-0.0588,0.0551,-1.9475,-1.425
A|N2|5m|level|SOLUSD,2393,SOLUSD,A,2,5,5,level,primary,A|N2|5m|level,train,2393.0,1,0.3063,0.0042,-1.2162,-1.0,1.2922,0.438,0.00135,1.7316,-1.7274,10.0,-4133.7,0.208,1.006,4133.0,0.4017,414.374,100.0,33.5,66.5,1.7,27.0,6.78,0.6281,0.4852,0.3347,2.0,10.0,25.0,0.988,-0.969,3.0,1.053,0.141,-7.195,-0.0523,0.0656,-2.2348,-1.3071
A|N2|5m|level|XRPUSD,2284,XRPUSD,A,2,5,5,level,primary,A|N2|5m|level,train,2182.5,1,0.2846,-0.0293,-1.2452,-1.0,0.9815,0.3327,0.00037,1.3145,-1.3439,-67.0,-3069.4,0.243,0.957,3084.9,0.3786,,100.0,32.4,67.6,1.7,25.0,6.48,0.6147,0.4707,0.3236,2.0,10.0,25.0,1.017,-1.025,3.0,0.968,-0.957,-14.013,-0.0898,0.0285,-1.5325,-1.1669
A|N2|15m|oneshot|BTCUSD,544,BTCUSD,A,2,15,15,oneshot,primary,A|N2|15m|oneshot,train,544.0,1,0.3548,0.1415,-1.2231,-1.0,0.552,0.1871,0.00543,0.7445,-0.603,77.0,-328.0,0.469,1.228,340.6,0.3797,5.26,100.0,38.1,61.9,0.2,97.5,1.55,0.7004,0.5331,0.3805,2.0,30.0,45.0,0.903,-0.931,3.0,1.137,2.325,-6.524,0.0202,0.2629,-0.7916,-0.4256
A|N2|15m|oneshot|ETHUSD,723,ETHUSD,A,2,15,15,oneshot,primary,A|N2|15m|oneshot,train,686.8,1,0.3306,-0.0,-1.1586,-1.0,0.3228,0.1094,0.00253,0.4348,-0.4348,-0.0,-314.3,0.555,1.0,320.4,0.5912,,100.0,33.3,66.7,0.3,84.0,2.06,0.6542,0.491,0.332,2.0,30.0,60.0,0.923,-0.987,3.0,0.992,-0.0,-6.881,-0.108,0.1079,-0.5549,-0.3114
A|N2|15m|oneshot|SOLUSD,762,SOLUSD,A,2,15,15,oneshot,primary,A|N2|15m|oneshot,train,762.0,1,0.3307,0.0157,-1.1136,-1.0,0.2927,0.0992,0.00274,0.3947,-0.379,12.0,-288.8,0.6,1.024,293.2,0.7433,25.064,100.0,33.9,66.1,0.0,99.0,2.16,0.6942,0.5171,0.3386,2.0,30.0,45.0,0.964,-0.944,3.0,1.084,0.306,-6.627,-0.0827,0.1142,-0.4891,-0.2706
A|N2|15m|oneshot|XRPUSD,756,XRPUSD,A,2,15,15,oneshot,primary,A|N2|15m|oneshot,train,756.0,1,0.3042,-0.0516,-1.1516,-1.0,0.3515,0.1191,-0.00569,0.4649,-0.5165,-39.0,-390.5,0.495,0.925,394.4,0.6578,,100.0,31.6,68.4,0.3,84.0,2.14,0.6376,0.4656,0.3161,2.0,30.0,45.0,1.004,-0.972,3.0,0.881,-1.01,-7.878,-0.1508,0.0476,-0.6525,-0.3959
A|N2|15m|level|BTCUSD,674,BTCUSD,A,2,15,15,level,primary,A|N2|15m|level,train,674.0,1,0.3323,0.0816,-1.224,-1.0,1.2027,0.4077,-0.01093,1.5994,-1.5178,55.0,-1023.0,0.248,1.128,1033.7,0.41,19.6,100.0,36.1,63.9,1.0,86.0,1.92,0.6484,0.497,0.3591,2.0,30.0,75.0,0.864,-0.832,3.0,1.033,1.535,-4.549,-0.0209,0.1884,-2.2548,-0.9626
A|N2|15m|level|ETHUSD,886,ETHUSD,A,2,15,15,level,primary,A|N2|15m|level,train,886.0,1,0.3296,0.0497,-1.1479,-1.0,0.6654,0.2255,0.00283,0.8937,-0.8441,44.0,-747.9,0.387,1.076,753.7,0.5806,17.997,100.0,35.0,65.0,1.0,71.5,2.52,0.6501,0.4876,0.3488,2.0,30.0,75.0,0.801,-1.008,3.0,1.015,0.919,-6.29,-0.0553,0.158,-1.1211,-0.5974
A|N2|15m|level|SOLUSD,909,SOLUSD,A,2,15,15,level,primary,A|N2|15m|level,train,909.0,1,0.3146,-0.0264,-1.1143,-1.0,0.8851,0.3,0.00287,1.188,-1.2144,-24.0,-1103.9,0.306,0.961,1106.0,0.7303,,100.0,32.5,67.5,1.2,91.0,2.58,0.6645,0.4961,0.3245,2.0,30.0,75.0,0.9,-0.899,3.0,1.051,-0.533,-3.216,-0.1254,0.0694,-2.0601,-0.6036
A|N2|15m|level|XRPUSD,897,XRPUSD,A,2,15,15,level,primary,A|N2|15m|level,train,897.0,1,0.3032,-0.0401,-1.1342,-1.0,0.5713,0.1937,-0.00186,0.7631,-0.8032,-36.0,-720.5,0.381,0.941,723.3,0.6707,,100.0,32.0,68.0,1.2,75.0,2.54,0.6232,0.4548,0.32,2.0,30.0,75.0,0.931,-0.978,3.0,0.881,-0.893,-8.201,-0.1304,0.0468,-0.9978,-0.617
A|N2|60m|oneshot|BTCUSD,170,BTCUSD,A,2,60,60,oneshot,primary,A|N2|60m|oneshot,train,170.0,1,0.3412,0.0588,-1.1286,-1.0,0.288,0.0976,0.00805,0.3937,-0.3349,10.0,-56.9,0.635,1.091,66.1,0.8552,6.694,100.0,35.3,64.7,0.6,465.0,0.48,0.6412,0.5353,0.3529,2.0,120.0,180.0,1.14,-0.902,3.0,1.122,0.581,-2.734,-0.1353,0.2529,-0.5773,-0.1045
A|N2|60m|oneshot|ETHUSD,227,ETHUSD,A,2,60,60,oneshot,primary,A|N2|60m|oneshot,train,227.0,1,0.3436,0.0308,-1.0796,-1.0,0.1643,0.0557,0.00378,0.2238,-0.1929,7.0,-43.8,0.764,1.047,52.6,1.2054,7.257,100.0,34.4,65.6,0.0,401.0,0.65,0.6784,0.5198,0.3392,2.0,120.0,180.0,0.894,-0.861,3.0,1.053,0.321,-2.139,-0.141,0.2291,-0.3681,-0.0158
A|N2|60m|oneshot|SOLUSD,197,SOLUSD,A,2,60,60,oneshot,primary,A|N2|60m|oneshot,train,197.0,1,0.3299,0.0051,-1.0746,-1.0,0.1868,0.0633,0.00551,0.2556,-0.2505,1.0,-49.4,0.708,1.008,54.9,1.4383,50.358,100.0,33.5,66.5,0.0,298.0,0.56,0.6954,0.5178,0.335,2.0,120.0,180.0,1.009,-0.85,3.0,1.083,0.057,-2.158,-0.1624,0.1726,-0.4921,-0.0325
A|N2|60m|oneshot|XRPUSD,210,XRPUSD,A,2,60,60,oneshot,primary,A|N2|60m|oneshot,train,210.0,1,0.3095,-0.0714,-1.0759,-1.0,0.1388,0.0471,0.00025,0.1861,-0.2575,-15.0,-54.1,0.688,0.897,58.0,1.399,,100.0,31.0,69.0,0.5,373.0,0.6,0.6429,0.4524,0.3095,2.0,120.0,180.0,0.833,-0.836,3.0,0.859,-0.784,-3.062,-0.2571,0.1,-0.4216,-0.0914
A|N2|60m|level|BTCUSD,201,BTCUSD,A,2,60,60,level,primary,A|N2|60m|level,train,200.6,1,0.3532,0.0896,-1.1073,-1.0,0.3846,0.1304,0.00936,0.5244,-0.4348,18.0,-87.4,0.573,1.141,98.7,0.8545,5.855,100.0,36.3,63.7,0.5,426.0,0.57,0.607,0.5124,0.3582,2.0,120.0,300.0,1.223,-0.772,3.0,1.058,0.892,-2.572,-0.1045,0.2836,-0.7946,-0.1431
A|N2|60m|level|ETHUSD,296,ETHUSD,A,2,60,60,level,primary,A|N2|60m|level,train,296.0,1,0.3345,0.0338,-1.0768,-1.0,0.2851,0.0966,0.00486,0.3866,-0.3528,10.0,-104.4,0.626,1.052,107.8,1.1748,11.443,100.0,34.5,65.5,0.3,314.5,0.84,0.6689,0.527,0.3412,2.0,120.0,270.0,0.823,-0.85,3.0,1.13,0.428,-3.719,-0.1081,0.1959,-0.5428,-0.1666
A|N2|60m|level|SOLUSD,280,SOLUSD,A,2,60,60,level,primary,A|N2|60m|level,train,280.0,1,0.3321,0.0286,-1.0744,-1.0,0.3679,0.1247,0.00516,0.4978,-0.4692,8.0,-131.4,0.561,1.043,139.6,1.3424,17.423,100.0,34.3,65.7,0.4,236.0,0.8,0.6893,0.5107,0.3429,2.0,120.0,300.0,0.902,-0.923,3.0,1.092,0.406,-3.417,-0.1107,0.1679,-0.7536,-0.2064
A|N2|60m|level|XRPUSD,303,XRPUSD,A,2,60,60,level,primary,A|N2|60m|level,train,303.0,1,0.3234,0.0099,-1.0754,-1.0,0.3443,0.1167,-0.00014,0.4609,-0.451,3.0,-136.7,0.557,1.015,140.6,1.2647,46.552,100.0,33.7,66.3,1.0,246.0,0.86,0.6172,0.4752,0.3366,2.0,120.0,300.0,0.807,-1.032,3.0,0.939,0.119,-3.566,-0.1488,0.1686,-0.7156,-0.218
A|N3|5m|oneshot|BTCUSD,1424,BTCUSD,A,3,5,5,oneshot,primary,A|N3|5m|oneshot,train,1424.0,1,0.3027,0.026,-1.3862,-1.0,1.4633,0.496,0.0038,1.9631,-1.9371,37.0,-2758.5,0.169,1.039,2760.0,0.251,75.554,100.0,34.2,65.8,0.5,48.0,4.05,0.6552,0.5014,0.342,3.0,15.0,20.0,1.373,-1.258,5.0,1.031,0.674,-5.141,-0.0499,0.0997,-2.7894,-1.3219
A|N3|5m|oneshot|ETHUSD,1527,ETHUSD,A,3,5,5,oneshot,primary,A|N3|5m|oneshot,train,1527.0,1,0.3301,0.0295,-1.2191,-1.0,0.5113,0.1733,0.00247,0.6871,-0.6576,45.0,-1004.1,0.433,1.045,1007.2,0.4168,23.314,100.0,34.3,65.7,0.4,50.0,4.34,0.6745,0.5043,0.3432,3.0,15.0,25.0,1.204,-1.286,5.0,1.03,0.775,-10.143,-0.0413,0.1061,-0.7956,-0.534
A|N3|5m|oneshot|SOLUSD,1435,SOLUSD,A,3,5,5,oneshot,primary,A|N3|5m|oneshot,train,1435.0,1,0.3282,0.0056,-1.1961,-1.0,0.5681,0.1926,0.00146,0.7621,-0.7565,8.0,-1085.6,0.408,1.008,1088.6,0.4919,136.702,100.0,33.5,66.5,0.2,38.0,4.07,0.6383,0.5031,0.3352,3.0,15.0,20.0,1.243,-1.226,5.0,1.035,0.153,-3.544,-0.0655,0.0788,-1.2554,-0.4681
A|N3|5m|oneshot|XRPUSD,1385,XRPUSD,A,3,5,5,oneshot,primary,A|N3|5m|oneshot,train,1385.0,1,0.3112,-0.0274,-1.1975,-1.0,0.4746,0.1609,-0.00141,0.6341,-0.6615,-38.0,-916.2,0.425,0.959,916.4,0.4817,,100.0,32.4,67.6,0.4,45.0,3.93,0.6412,0.4953,0.3242,3.0,15.0,25.0,1.316,-1.192,5.0,1.0,-0.744,-10.97,-0.0968,0.044,-0.7835,-0.5463
A|N3|5m|level|BTCUSD,1730,BTCUSD,A,3,5,5,level,primary,A|N3|5m|level,train,1730.0,1,0.2607,-0.0029,-1.4138,-1.0,2.3821,0.8075,0.00357,3.1932,-3.1961,-5.0,-5529.2,0.098,0.996,5528.8,0.2345,,100.0,33.2,66.8,2.0,35.0,4.91,0.6341,0.4832,0.3324,3.0,15.0,35.0,1.182,-1.334,4.5,1.049,-0.082,-7.995,-0.0705,0.0682,-4.0356,-2.4795
A|N3|5m|level|ETHUSD,1807,ETHUSD,A,3,5,5,level,primary,A|N3|5m|level,train,1807.0,1,0.2878,-0.0288,-1.2426,-1.0,1.0714,0.3632,0.00332,1.4378,-1.4666,-52.0,-2650.2,0.231,0.957,2655.3,0.3892,,100.0,32.4,67.6,2.4,35.0,5.13,0.6309,0.4781,0.3237,3.0,15.0,40.0,1.063,-1.347,5.0,1.037,-0.839,-11.53,-0.0952,0.0393,-1.7243,-1.2245
A|N3|5m|level|SOLUSD,1970,SOLUSD,A,3,5,5,level,primary,A|N3|5m|level,train,1970.0,1,0.3081,0.0066,-1.2008,-1.0,1.6245,0.5507,0.0018,2.177,-2.1704,13.0,-4275.7,0.182,1.01,4280.0,0.4373,329.903,100.0,33.6,66.4,2.6,30.0,5.59,0.6147,0.4848,0.3355,3.0,15.0,35.0,1.143,-1.286,4.0,1.087,0.204,-6.863,-0.0574,0.0706,-2.8111,-1.6073
A|N3|5m|level|XRPUSD,1728,XRPUSD,A,3,5,5,level,primary,A|N3|5m|level,train,1728.0,1,0.287,-0.0399,-1.2148,-1.0,0.9723,0.3296,-0.00114,1.3008,-1.3407,-69.0,-2316.8,0.247,0.941,2325.3,0.4172,,100.0,32.0,68.0,2.0,34.5,4.9,0.6209,0.4792,0.32,3.0,15.0,40.0,1.157,-1.286,5.0,1.028,-1.197,-10.884,-0.1042,0.026,-1.6063,-1.123
A|N3|15m|oneshot|BTCUSD,448,BTCUSD,A,3,15,15,oneshot,primary,A|N3|15m|oneshot,train,361.6,1,0.3683,0.1518,-1.1911,-1.0,0.8328,0.2823,0.00507,1.1202,-0.9684,68.0,-433.8,0.376,1.246,453.2,0.4728,7.38,100.0,38.4,61.6,0.4,155.0,1.27,0.6808,0.5201,0.3817,3.0,45.0,60.0,1.187,-1.067,5.0,1.136,1.838,-3.103,0.0112,0.2991,-1.5748,-0.4904
A|N3|15m|oneshot|ETHUSD,550,ETHUSD,A,3,15,15,oneshot,primary,A|N3|15m|oneshot,train,550.0,1,0.3636,0.1018,-1.1272,-1.0,0.438,0.1485,0.00431,0.5908,-0.489,56.0,-268.9,0.559,1.161,274.8,0.7592,5.802,100.0,36.7,63.3,0.2,135.0,1.56,0.6745,0.5273,0.3673,3.0,45.0,82.5,1.119,-1.145,5.0,1.101,1.604,-2.086,-0.0182,0.2327,-1.0274,-0.1387
A|N3|15m|oneshot|SOLUSD,565,SOLUSD,A,3,15,15,oneshot,primary,A|N3|15m|oneshot,train,565.0,1,0.3451,0.046,-1.1105,-1.0,0.226,0.0766,0.00309,0.3058,-0.2597,26.0,-146.8,0.699,1.071,157.0,0.8364,6.644,100.0,34.9,65.1,0.2,106.0,1.61,0.6584,0.5062,0.3469,3.0,45.0,60.0,1.18,-1.141,5.0,1.04,0.724,-3.827,-0.0761,0.1788,-0.3975,-0.128
A|N3|15m|oneshot|XRPUSD,524,XRPUSD,A,3,15,15,oneshot,primary,A|N3|15m|oneshot,train,524.0,1,0.3149,-0.0324,-1.1199,-1.0,0.2977,0.1009,0.00113,0.3998,-0.4322,-17.0,-226.5,0.554,0.952,232.6,0.8068,,100.0,32.3,67.7,0.4,136.5,1.49,0.6584,0.479,0.3225,3.0,45.0,60.0,1.164,-1.169,5.0,0.943,-0.545,-4.855,-0.1527,0.0821,-0.6293,-0.2762
A|N3|15m|level|BTCUSD,534,BTCUSD,A,3,15,15,level,primary,A|N3|15m|level,train,534.0,1,0.3221,0.073,-1.1997,-1.0,1.418,0.4807,0.00637,1.905,-1.832,39.0,-978.3,0.213,1.114,993.0,0.4677,26.084,100.0,35.8,64.2,1.5,114.0,1.52,0.6423,0.4831,0.3539,3.0,45.0,105.0,1.117,-1.103,4.0,1.009,1.121,-4.398,-0.0506,0.2022,-2.7637,-1.1259
A|N3|15m|level|ETHUSD,745,ETHUSD,A,3,15,15,level,primary,A|N3|15m|level,train,745.0,1,0.3315,0.055,-1.136,-1.0,0.8863,0.3004,0.00356,1.1903,-1.1353,41.0,-845.8,0.324,1.085,855.0,0.6389,21.629,100.0,35.2,64.8,1.2,89.0,2.12,0.6362,0.4886,0.3517,3.0,45.0,120.0,1.024,-1.255,4.0,1.006,1.058,-4.928,-0.0456,0.1557,-1.6324,-0.7246
A|N3|15m|level|SOLUSD,779,SOLUSD,A,3,15,15,level,primary,A|N3|15m|level,train,779.0,1,0.3286,0.0552,-1.1074,-1.0,0.6166,0.209,0.00239,0.828,-0.7728,43.0,-602.0,0.416,1.085,613.3,0.7757,15.001,100.0,35.2,64.8,1.3,85.0,2.21,0.638,0.4955,0.3504,3.0,45.0,105.0,0.983,-1.205,4.0,1.054,1.066,-5.412,-0.0411,0.163,-1.0757,-0.5224
A|N3|15m|level|XRPUSD,688,XRPUSD,A,3,15,15,level,primary,A|N3|15m|level,train,688.0,1,0.311,-0.0189,-1.118,-1.0,0.7734,0.2622,-0.00227,1.0333,-1.0522,-13.0,-723.9,0.326,0.972,737.9,0.6787,,100.0,32.7,67.3,2.3,88.5,1.95,0.6177,0.4549,0.327,3.0,45.0,120.0,1.059,-1.263,5.0,0.922,-0.36,-6.904,-0.1235,0.0858,-1.3518,-0.7675
A|N3|60m|oneshot|BTCUSD,118,BTCUSD,A,3,60,60,oneshot,primary,A|N3|60m|oneshot,train,118.0,1,0.3729,0.1186,-1.0719,-1.0,0.1762,0.0597,0.00874,0.2447,-0.1261,14.0,-14.9,0.838,1.189,24.3,1.0989,2.063,100.0,37.3,62.7,0.0,769.5,0.34,0.678,0.5,0.3644,3.0,180.0,240.0,1.523,-1.088,4.0,1.018,1.182,-1.101,-0.0593,0.322,-0.3525,0.0933
A|N3|60m|oneshot|ETHUSD,150,ETHUSD,A,3,60,60,oneshot,primary,A|N3|60m|oneshot,train,150.0,1,0.3333,0.0,-1.0722,-1.0,0.2,0.0678,0.00555,0.2734,-0.2734,0.0,-41.0,0.692,1.0,47.3,1.3915,,100.0,33.3,66.7,0.7,518.0,0.43,0.66,0.4933,0.3267,3.0,180.0,300.0,1.089,-1.178,4.5,0.988,0.0,-1.996,-0.22,0.22,-0.5405,-0.0058
A|N3|60m|oneshot|SOLUSD,131,SOLUSD,A,3,60,60,oneshot,primary,A|N3|60m|oneshot,train,129.9,1,0.3817,0.145,-1.0618,-1.0,0.1576,0.0534,0.0063,0.2174,-0.0723,19.0,-9.5,0.907,1.235,14.9,1.8218,1.499,100.0,38.2,61.8,0.8,427.0,0.37,0.6947,0.5038,0.3664,3.0,180.0,300.0,1.055,-1.122,4.0,1.069,1.38,-0.547,-0.0611,0.3511,-0.3278,0.1794
A|N3|60m|oneshot|XRPUSD,133,XRPUSD,A,3,60,60,oneshot,primary,A|N3|60m|oneshot,train,133.0,1,0.2932,-0.1203,-1.087,-1.0,0.1337,0.0453,0.00357,0.1826,-0.3029,-16.0,-40.3,0.642,0.83,42.2,1.3999,,100.0,29.3,70.7,0.0,326.0,0.38,0.6391,0.4737,0.2932,3.0,180.0,240.0,1.125,-1.253,5.0,0.958,-1.06,-2.612,-0.3459,0.0833,-0.5216,-0.0764
A|N3|60m|level|BTCUSD,162,BTCUSD,A,3,60,60,level,primary,A|N3|60m|level,train,162.0,1,0.3333,0.0741,-1.0869,-1.0,1.1247,0.3813,0.00947,1.5154,-1.4414,12.0,-233.5,0.292,1.115,238.2,1.1137,20.459,100.0,35.8,64.2,0.6,413.5,0.46,0.6235,0.4506,0.3519,3.0,180.0,420.0,1.391,-1.083,5.0,0.859,0.828,-1.269,-0.0926,0.2593,-3.8987,-0.1038
A|N3|60m|level|ETHUSD,229,ETHUSD,A,3,60,60,level,primary,A|N3|60m|level,train,229.0,1,0.3188,-0.0044,-1.0827,-1.0,0.3911,0.1326,0.00647,0.5302,-0.5346,-1.0,-122.4,0.517,0.993,128.4,1.1894,,100.0,33.2,66.8,1.3,380.0,0.65,0.6856,0.4934,0.3275,3.0,180.0,480.0,1.044,-1.297,5.0,1.041,-0.047,-4.412,-0.1747,0.179,-0.7787,-0.3109
A|N3|60m|level|SOLUSD,228,SOLUSD,A,3,60,60,level,primary,A|N3|60m|level,train,228.0,1,0.3684,0.1184,-1.0609,-1.0,0.3978,0.1349,0.00548,0.5382,-0.4197,27.0,-95.7,0.611,1.189,108.4,1.4347,4.545,100.0,37.3,62.7,0.4,221.0,0.65,0.6623,0.5,0.364,3.0,180.0,420.0,1.084,-1.427,4.0,1.013,1.604,-2.624,-0.0263,0.2632,-0.7861,-0.1358
A|N3|60m|level|XRPUSD,230,XRPUSD,A,3,60,60,level,primary,A|N3|60m|level,train,214.2,1,0.3217,0.0043,-1.0755,-1.0,0.2635,0.0893,-0.00026,0.3526,-0.3482,1.0,-80.1,0.619,1.007,88.8,1.3133,81.09,100.0,33.5,66.5,0.0,218.5,0.66,0.613,0.4783,0.3348,3.0,180.0,360.0,1.161,-1.344,4.0,0.87,0.042,-2.613,-0.1913,0.2,-0.6167,-0.0901
A|N5|5m|oneshot|BTCUSD,922,BTCUSD,A,5,5,5,oneshot,primary,A|N5|5m|oneshot,train,851.7,1,0.3102,0.051,-1.2954,-1.0,0.8671,0.2939,0.00339,1.1644,-1.1134,47.0,-1026.6,0.282,1.078,1034.2,0.2988,22.843,100.0,35.0,65.0,0.1,72.0,2.62,0.6757,0.5,0.3503,5.0,25.0,30.0,1.572,-1.555,8.0,1.008,0.975,-6.851,-0.0466,0.1453,-1.4384,-0.8472
A|N5|5m|oneshot|ETHUSD,1022,ETHUSD,A,5,5,5,oneshot,primary,A|N5|5m|oneshot,train,1022.0,1,0.3415,0.0597,-1.1683,-1.0,0.4492,0.1523,0.00293,0.6044,-0.5447,61.0,-556.7,0.502,1.092,560.9,0.518,10.126,100.0,35.3,64.7,0.4,65.5,2.9,0.6644,0.502,0.3532,5.0,25.0,40.0,1.607,-1.618,8.0,1.028,1.318,-6.548,-0.0313,0.1507,-0.715,-0.3871
A|N5|5m|oneshot|SOLUSD,1053,SOLUSD,A,5,5,5,oneshot,primary,A|N5|5m|oneshot,train,1053.0,1,0.3618,0.114,-1.139,-1.0,0.3473,0.1177,0.00232,0.4673,-0.3534,120.0,-372.1,0.627,1.181,376.0,0.6172,4.101,100.0,37.1,62.9,0.2,61.0,2.99,0.6524,0.5147,0.3713,5.0,25.0,30.0,1.55,-1.577,8.0,1.103,2.692,-6.825,0.0313,0.1994,-0.4508,-0.2489
A|N5|5m|oneshot|XRPUSD,956,XRPUSD,A,5,5,5,oneshot,primary,A|N5|5m|oneshot,train,956.0,1,0.2971,-0.0868,-1.1703,-1.0,0.3746,0.127,-0.00069,0.5009,-0.5878,-83.0,-561.9,0.451,0.875,568.1,0.5919,,100.0,30.4,69.6,0.1,61.5,2.71,0.6172,0.4728,0.3044,5.0,25.0,30.0,1.579,-1.586,8.0,0.843,-1.947,-10.241,-0.1715,0.001,-0.7006,-0.4771
A|N5|5m|level|BTCUSD,1162,BTCUSD,A,5,5,5,level,primary,A|N5|5m|level,train,1162.0,1,0.2685,0.0043,-1.3414,-1.0,2.3576,0.7992,0.00537,3.1621,-3.1578,5.0,-3669.4,0.108,1.006,3679.2,0.2505,734.874,100.0,33.5,66.5,2.7,44.0,3.3,0.6248,0.4854,0.3339,5.0,25.0,55.0,1.238,-1.726,7.0,1.128,0.101,-7.286,-0.0783,0.0895,-4.0218,-2.3567
A|N5|5m|level|ETHUSD,1242,ETHUSD,A,5,5,5,level,primary,A|N5|5m|level,train,1242.0,1,0.3084,0.0242,-1.1683,-1.0,1.0302,0.3492,0.00316,1.3826,-1.3584,30.0,-1687.2,0.265,1.037,1687.9,0.5002,57.239,100.0,34.1,65.9,2.6,48.0,3.53,0.6176,0.4791,0.3414,5.0,25.0,60.0,1.3,-1.686,7.0,1.061,0.598,-7.489,-0.0556,0.1014,-1.7341,-1.037
A|N5|5m|level|SOLUSD,1485,SOLUSD,A,5,5,5,level,primary,A|N5|5m|level,train,1485.0,1,0.3104,0.0323,-1.1545,-1.0,1.3368,0.4532,0.00218,1.7922,-1.7599,48.0,-2613.4,0.218,1.049,2621.6,0.4969,55.446,100.0,34.4,65.6,2.8,39.0,4.22,0.6195,0.4896,0.3441,5.0,25.0,60.0,1.359,-1.715,7.0,1.134,0.889,-6.078,-0.0404,0.103,-2.3512,-1.2438
A|N5|5m|level|XRPUSD,1360,XRPUSD,A,5,5,5,level,primary,A|N5|5m|level,train,1360.0,1,0.2779,-0.0449,-1.1903,-1.0,1.0224,0.3466,-0.00022,1.3688,-1.4136,-61.0,-1922.6,0.23,0.934,1930.3,0.4458,,100.0,31.8,68.2,1.6,33.0,3.86,0.6051,0.4779,0.3184,5.0,25.0,60.0,1.37,-1.848,7.0,1.0,-1.257,-10.147,-0.1133,0.0257,-1.6832,-1.1529
A|N5|15m|oneshot|BTCUSD,322,BTCUSD,A,5,15,15,oneshot,primary,A|N5|15m|oneshot,train,322.0,1,0.3385,0.0248,-1.1653,-1.0,0.384,0.1302,0.00296,0.5172,-0.4923,8.0,-158.5,0.517,1.038,168.5,0.5316,20.816,100.0,34.2,65.8,0.0,199.0,0.92,0.6553,0.4969,0.3385,5.0,75.0,90.0,1.467,-1.39,8.0,0.983,0.351,-5.579,-0.1149,0.1646,-0.6682,-0.3221
