label,trades,kind,struct_tf,side_mode,effective_n,symbols,win_rate,gross_r,median_r,median_gross_r,fee_r,slip_r,funding_r,cost_r,net_r,gross_total_r,net_total_r,profit_factor,pf_gross,max_dd_r,stop_pct_median,cost_over_gross,pct_long,pct_target,pct_stop,ambiguous_pct,hold_median_min,trades_per_day,t_gross,t_net,gross_ci_low,gross_ci_high,net_ci_low,net_ci_high
UNCOND_LONG|5m,6630,unconditional,5,long,6630.0,4,0.2798,-0.024,-1.1895,-1.0,1.8009,0.6105,0.00136,2.4127,-2.4367,-159.0,-16155.4,0.149,0.964,16160.1,0.4056,,100.0,32.5,67.5,3.3,25.0,18.8,-1.377,-6.09,-0.0575,0.009,-3.3282,-1.8503
UNCOND_SHORT|5m,7710,unconditional,5,short,6462.1,4,0.2767,0.0089,-1.2267,-1.0,1.8003,0.6103,-0.00179,2.4088,-2.3999,69.0,-18503.0,0.147,1.013,18504.0,0.332,269.16,0.0,33.6,66.4,2.9,24.0,21.86,0.495,-14.283,-0.0249,0.0416,-2.7283,-2.1071
UNCOND_LONG|15m,3211,unconditional,15,long,3211.0,4,0.2996,-0.0143,-1.1153,-1.0,0.8782,0.2977,0.0019,1.1778,-1.1922,-46.0,-3828.0,0.293,0.979,3831.9,0.7027,,100.0,32.9,67.1,2.1,70.0,9.11,-0.561,-8.613,-0.0629,0.0361,-1.4833,-0.9475
UNCOND_SHORT|15m,3477,unconditional,15,short,3477.0,4,0.3106,0.0311,-1.1276,-1.0,1.0438,0.3538,-0.00218,1.3955,-1.3644,108.0,-4744.1,0.266,1.047,4745.6,0.5695,44.927,0.0,34.4,65.6,1.9,62.0,9.86,1.263,-8.304,-0.0164,0.0811,-1.7216,-1.0839
UNCOND_LONG|60m,1411,unconditional,60,long,1411.0,4,0.3189,-0.0177,-1.0661,-1.0,0.3995,0.1354,-0.00044,0.5345,-0.5522,-25.0,-779.2,0.502,0.974,786.5,1.1938,,100.0,32.7,67.3,0.9,166.0,4.02,-0.488,-8.223,-0.0879,0.0546,-0.6882,-0.429
UNCOND_SHORT|60m,1379,unconditional,60,short,1379.0,4,0.3387,0.0529,-1.0636,-1.0,0.5413,0.1835,-0.00542,0.7194,-0.6665,73.0,-919.1,0.467,1.082,930.1,1.1197,13.59,0.0,35.1,64.9,0.9,212.0,3.92,1.281,-6.163,-0.0276,0.1313,-0.8868,-0.4636
