candidate_id,symbol,mechanism,exec_tf,trades,gross_expectancy,fee_drag,slippage_drag,funding_drag,net_expectancy,gross_total_R,net_total_R,win_rate,wins,losses,longs,shorts,median_net_R,avg_stop_pct,median_stop_pct,median_stop_bps,cost_per_R,pct_target,pct_stop,unresolved_at_boundary,effective_n,profit_factor,max_dd_R
M2|5m|9/21|s0.00,BTCUSD,M2,5,1353,-0.022172949002217297,-0.3637487084175406,-0.1233046469212002,0.0009646778221537408,-0.5082616265188044,-30.0,-687.6779806799423,0.3259423503325942,441,912,691,662,-1.2839763096111518,0.4841316417841628,0.37920108046335255,37.92010804633525,0.486088677516587,32.59423503325942,67.40576496674058,0,1177.7,0.494,688.97
M2|5m|9/21|s0.00,ETHUSD,M2,5,1385,0.04837545126353791,-0.20569760359688666,-0.06972800121928363,0.0003605020557817684,-0.2266896514968507,67.0,-313.9651673231382,0.34945848375451266,484,901,707,678,-1.1676230708661413,0.7628349006542211,0.6360770616253278,63.607706162532786,0.2750651027603885,34.94584837545126,65.05415162454874,0,1385.0,0.726,316.69
M2|5m|9/21|s0.00,SOLUSD,M2,5,1619,0.019147621988882035,-0.17866961800193873,-0.060565972204047025,8.554952275582313e-05,-0.22000241869434783,31.000000000000018,-356.18391586614916,0.339715873996294,550,1069,830,789,-1.158472256284488,0.8613183621079281,0.7239772066389126,72.39772066389126,0.23915004068322995,33.9715873996294,66.0284126003706,0,1433.2,0.731,363.45
M2|5m|9/21|s0.00,XRPUSD,M2,5,1397,-0.05082319255547601,-0.190528055554845,-0.06458578154401526,0.0004311181172764846,-0.30550591153705975,-70.99999999999999,-426.7917584172725,0.31639226914817464,442,955,713,684,-1.1473831045196596,0.8772024805587957,0.7058196830470213,70.58196830470213,0.2546827189815838,31.639226914817463,68.36077308518253,0,1390.6,0.642,433.1
M2|5m|9/21|s0.25,BTCUSD,M2,5,685,0.020437956204379562,-0.3965581626478624,-0.1344264958128347,0.001729080888427233,-0.5088176213678902,14.0,-348.54007063700476,0.3386861313868613,232,453,343,342,-1.2751351327433629,0.45948492589531753,0.3484909286755233,34.84909286755233,0.5292555775722698,34.01459854014598,65.985401459854,0,678.9,0.496,346.47
M2|5m|9/21|s0.25,ETHUSD,M2,5,581,0.08433734939759036,-0.2159936336609929,-0.07321818090203148,0.0003976169323893777,-0.20447684823304463,49.0,-118.80104882339893,0.3614457831325301,210,371,273,308,-1.1575298588073368,0.7519000259255837,0.6151155087406827,61.51155087406827,0.28881419763063493,36.144578313253014,63.85542168674698,0,559.1,0.751,131.94
M2|5m|9/21|s0.25,SOLUSD,M2,5,692,0.036127167630057806,-0.17591911071160665,-0.059633596851392086,-0.0001640325516323721,-0.19958957248457332,25.0,-138.11598415932474,0.3453757225433526,239,453,326,366,-1.148635009804808,0.9036879513621141,0.7458956831737101,74.58956831737102,0.23571674011463112,34.53757225433526,65.46242774566474,0,692.0,0.753,143.05
M2|5m|9/21|s0.25,XRPUSD,M2,5,658,-0.015197568389057762,-0.19959361038625464,-0.06765885097839139,0.0002053132740702733,-0.28224471647963345,-10.000000000000007,-185.7170234435988,0.3282674772036474,216,442,353,305,-1.1482317864116744,0.8823293775497388,0.6851098843216145,68.51098843216144,0.2670471480905757,32.82674772036474,67.17325227963525,0,658.0,0.666,187.53
M2|5m|9/21|s0.50,BTCUSD,M2,5,18,0.0,-0.3493379266207043,-0.1184196361426116,-0.0032265260878982308,-0.4709840888512141,0.0,-8.477713599321854,0.3333333333333333,6,12,8,10,-1.2660724890271022,0.7618174206935888,0.47591348729731175,47.59134872973117,0.4709840888512141,33.33333333333333,66.66666666666666,0,18.0,0.554,12.45
M2|5m|9/21|s0.50,ETHUSD,M2,5,10,0.2,-0.09864166167482347,-0.03343785141519439,-0.0004517700081571414,0.06746871690182499,2.0,0.6746871690182499,0.4,4,6,3,7,-1.0775087136648116,1.5710987960425613,1.35974570101244,135.974570101244,0.13253128309817502,40.0,60.0,0,10.0,1.1,3.35
M2|5m|9/21|s0.50,SOLUSD,M2,5,23,-0.08695652173913043,-0.1119411454759906,-0.03794615100881038,-0.003947814161585983,-0.2407916323855174,-2.0,-5.5382075448669,0.30434782608695654,7,16,10,13,-1.1249652589143233,1.257638507159976,1.1014001251951226,110.14001251951227,0.153835110646387,30.434782608695656,69.56521739130434,0,22.0,0.7,12.84
M2|5m|9/21|s0.50,XRPUSD,M2,5,19,0.5789473684210527,-0.1460533785180403,-0.04950961983662382,-0.0020337157498450794,0.3813506543165434,11.0,7.245662432014325,0.5263157894736842,10,9,9,10,1.6772451376146895,1.3423184679202005,0.94559469391412,94.55946939141201,0.19759671410450916,52.63157894736842,47.368421052631575,0,19.0,1.654,5.5
M3|5m|9/21|v1.2,BTCUSD,M3,5,309,-0.02912621359223301,-0.2518052375908635,-0.08535770765791983,-0.0006357242089306017,-0.3669248830499469,-9.0,-113.3797888624336,0.32362459546925565,100,209,173,136,-1.1905911832797427,0.7028026450906086,0.5855086606489388,58.55086606489388,0.3377986694577139,32.362459546925564,67.63754045307444,0,309.0,0.595,115.12
M3|5m|9/21|v1.2,ETHUSD,M3,5,248,0.08870967741935484,-0.13675592894542202,-0.046357942015397294,0.0014320693143447798,-0.09297212422711972,22.0,-23.05708680832569,0.3629032258064516,90,158,116,132,-1.1013154578280377,1.1552280580495529,0.9578243507116394,95.78243507116395,0.18168180164647457,36.29032258064516,63.70967741935484,0,248.0,0.877,46.07
M3|5m|9/21|v1.2,SOLUSD,M3,5,225,0.10666666666666667,-0.12039803046397726,-0.04081289168270416,-7.443163337332828e-05,-0.054618687113388076,24.0,-12.289204600512317,0.3688888888888889,83,142,114,111,-1.0950747429225332,1.2900190655478851,1.0673496484239198,106.73496484239196,0.16128535378005476,36.888888888888886,63.11111111111111,0,222.0,0.925,39.62
M3|5m|9/21|v1.2,XRPUSD,M3,5,231,0.1038961038961039,-0.13551930403093362,-0.045938747129130056,0.000822261689864551,-0.07673968557409527,24.0,-17.72686736761601,0.36796536796536794,85,146,118,113,-1.0863564457083492,1.2603776654528733,0.9865378686671594,98.65378686671593,0.18063578947019915,36.79653679653679,63.20346320346321,0,231.0,0.897,43.12
M3|5m|9/21|v1.5,BTCUSD,M3,5,91,0.054945054945054944,-0.15432371757037588,-0.05231312460012742,0.0015578415043058407,-0.15013394572114255,5.0,-13.662189060623973,0.3516483516483517,32,59,47,44,-1.1162646458166667,1.0208378264461797,0.8407863364033563,84.07863364033564,0.2050790006661975,35.16483516483517,64.83516483516483,0,91.0,0.808,20.82
M3|5m|9/21|v1.5,ETHUSD,M3,5,51,-0.11764705882352941,-0.09487534889352504,-0.03216113521814408,0.004361118532942215,-0.24032242440225635,-6.0,-12.256443644515073,0.29411764705882354,15,36,25,26,-1.0762196705632303,1.7616043899345624,1.6710502448757647,167.1050244875765,0.1226753655787269,29.411764705882355,70.58823529411765,0,51.0,0.699,14.54
M3|5m|9/21|v1.5,SOLUSD,M3,5,42,-0.14285714285714285,-0.0928576208784119,-0.031477159619800646,0.0008374752425302221,-0.2663544481128252,-6.0,-11.186886820738659,0.2857142857142857,12,30,22,20,-1.07952393531493,1.8311782137330928,1.461787391136949,146.17873911369492,0.12349730525568231,28.57142857142857,71.42857142857143,0,38.1,0.665,18.82
M3|5m|9/21|v1.5,XRPUSD,M3,5,33,-0.2727272727272727,-0.07647761353152793,-0.02592461475645015,-0.0008630300493842398,-0.37599253106463504,-9.0,-12.407753525132957,0.24242424242424243,8,25,16,17,-1.0709142056074772,2.0449584267404157,1.967936731753658,196.7936731753658,0.10326525833736233,24.242424242424242,75.75757575757575,0,32.0,0.55,11.3
M4|5m|9/21|d0.25,BTCUSD,M4,5,1106,0.08227848101265822,-0.6840092857166359,-0.23186755448021554,-0.00042916603106041566,-0.8340275252152536,91.0,-922.4344428880705,0.33544303797468356,371,735,564,542,-1.3913108960721456,0.30579411192505773,0.21893714092993755,21.893714092993754,0.9163060062279119,36.075949367088604,63.92405063291139,0,978.9,0.323,921.57
M4|5m|9/21|d0.25,ETHUSD,M4,5,1206,0.07711442786069651,-0.37629463884443576,-0.1275575046930291,-3.803469517885774e-05,-0.4267757503719472,93.0,-514.6915549485683,0.35655058043117743,430,776,615,591,-1.2502534907761063,0.4759095560519941,0.36602833020756415,36.602833020756414,0.5038901782326436,35.90381426202322,64.09618573797678,0,1166.5,0.556,514.33
